paper,year,method,method_tier,role,source_raw,source_norm,source_region,sample_id,units,notes,Rb,Sr,Y,Zr,Nb,Ti,Mn,Fe,Zn,Ga,Ba,Pb,Th
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Bingöl B,Bingöl B,Eastern Anatolia,ea53b1,ppm,MAIN sheet; per-specimen source data,220.307112,54.806966,,302.50687500000004,16.674582,,,11647.337102,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Bingöl B,Bingöl B,Eastern Anatolia,ea53b2,ppm,MAIN sheet; per-specimen source data,214.47456,51.972672,,307.123875,13.844592000000002,,,11648.455118999998,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Bingöl B,Bingöl B,Eastern Anatolia,ea54b1,ppm,MAIN sheet; per-specimen source data,227.95128999999997,48.549227,,305.04825,16.674582,,,11711.653944999998,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Bingöl B,Bingöl B,Eastern Anatolia,ea55b1,ppm,MAIN sheet; per-specimen source data,226.80245399999998,57.625336999999995,,310.10062500000004,17.934384,,,12038.965424999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Bingöl B,Bingöl B,Eastern Anatolia,ea55b2,ppm,MAIN sheet; per-specimen source data,212.13270199999997,55.252810000000004,,302.73974999999996,14.949201000000002,,,11620.559566,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Bingöl B,Bingöl B,Eastern Anatolia,ea56b1,ppm,MAIN sheet; per-specimen source data,220.74897199999998,58.469256,,302.972625,16.473744,,,11741.812968,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ1,Göllü Dağ1,Central Anatolia (Cappadocia),ca22p1,ppm,MAIN sheet; per-specimen source data,176.607158,91.461712,,119.03174999999999,18.536898000000004,,,7537.458597,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ1,Göllü Dağ1,Central Anatolia (Cappadocia),ca22p3,ppm,MAIN sheet; per-specimen source data,174.92808999999997,87.719807,,116.4195,20.180118000000004,,,7479.788124999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ1,Göllü Dağ1,Central Anatolia (Cappadocia),ca22r1,ppm,MAIN sheet; per-specimen source data,171.19437299999998,88.53188,,107.37787499999999,16.647195000000004,,,7475.350352,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ1,Göllü Dağ1,Central Anatolia (Cappadocia),ca23p1,ppm,MAIN sheet; per-specimen source data,174.08855599999998,92.544476,,119.69999999999999,18.97509,,,7482.867815999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ1,Göllü Dağ1,Central Anatolia (Cappadocia),ca23p3a,ppm,MAIN sheet; per-specimen source data,174.79553199999998,91.461712,,114.54637499999998,17.605740000000004,,,7502.621736,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ1,Göllü Dağ1,Central Anatolia (Cappadocia),ca23r1a,ppm,MAIN sheet; per-specimen source data,174.48622999999998,88.99364700000001,,110.44574999999999,17.42316,,,7359.234340999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ1,Göllü Dağ1,Central Anatolia (Cappadocia),ca23r1b,ppm,MAIN sheet; per-specimen source data,174.839718,89.566875,,111.11399999999999,17.140161000000003,,,7233.625474,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ1,Göllü Dağ1,Central Anatolia (Cappadocia),ca24r1,ppm,MAIN sheet; per-specimen source data,177.49087799999995,90.251564,,111.14437499999998,14.620557,,,7592.646111,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ2,Göllü Dağ2,Central Anatolia (Cappadocia),ca14p1,ppm,MAIN sheet; per-specimen source data,174.464137,47.116157,,63.20250000000001,17.669643000000004,,,6045.1459669999995,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ2,Göllü Dağ2,Central Anatolia (Cappadocia),ca14p1a,ppm,MAIN sheet; per-specimen source data,173.66878899999998,45.937855000000006,,66.564,18.682962000000003,,,5941.918017,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ2,Göllü Dağ2,Central Anatolia (Cappadocia),ca14p2,ppm,MAIN sheet; per-specimen source data,168.94088699999998,45.651241000000006,,65.41987499999999,17.076258000000003,,,6257.630928,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ2,Göllü Dağ2,Central Anatolia (Cappadocia),ca21p2,ppm,MAIN sheet; per-specimen source data,141.65603199999998,44.441093,,80.41499999999999,15.661263000000002,,,6241.855227999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ2,Göllü Dağ2,Central Anatolia (Cappadocia),ca21r1a,ppm,MAIN sheet; per-specimen source data,141.89905499999998,42.641794000000004,,65.61224999999999,13.278594000000002,,,5955.786915,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ2,Göllü Dağ2,Central Anatolia (Cappadocia),ca21r1b,ppm,MAIN sheet; per-specimen source data,137.657199,43.915634,,62.13937500000001,14.556654000000004,,,5703.499177,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ2,Göllü Dağ2,Central Anatolia (Cappadocia),ca21r1b,ppm,MAIN sheet; per-specimen source data,142.849054,44.695861,,72.770625,15.341748000000003,,,6059.817368,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ3,Göllü Dağ3,Central Anatolia (Cappadocia),ca16r2,ppm,MAIN sheet; per-specimen source data,206.78619599999996,11.416791,,61.876124999999995,18.783381000000002,,,5473.626651,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ3,Göllü Dağ3,Central Anatolia (Cappadocia),ca17p2,ppm,MAIN sheet; per-specimen source data,213.193166,8.009269000000002,,60.6915,21.394275,,,5497.413662999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ3,Göllü Dağ3,Central Anatolia (Cappadocia),ca18r1,ppm,MAIN sheet; per-specimen source data,210.12223899999998,7.48381,,59.020875,18.199125000000002,,,5498.572834,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Göllü Daǧ3,Göllü Dağ3,Central Anatolia (Cappadocia),ca18r2,ppm,MAIN sheet; per-specimen source data,212.04432999999997,9.617492,,61.44074999999999,21.759435,,,5445.086351999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca28p1,ppm,MAIN sheet; per-specimen source data,131.913019,72.163036,,39.297375,13.871979000000003,,,5194.904327,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca28p2,ppm,MAIN sheet; per-specimen source data,130.47697399999998,74.51964,,42.0615,11.662761000000001,,,5075.907536,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca28p4,ppm,MAIN sheet; per-specimen source data,133.41534299999998,74.86994600000001,,43.934625000000004,13.242078000000001,,,5080.914606,,,,,
