sample_id,source,source_raw,site,paper,year,method,method_tier,units,is_source_reference,notes,verification_flag,Rb,Sr,Zr,Nb,Y,Ba,Ti,Th,U,Fe,Mn,Zn,Pb,Ga,source_file
kn-552,MeydanDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,200.69485391962405,16.047843822228174,291.444652256994,29.229553472065568,57.0,0.0,513.265915622221,,,9542.788966568549,545.5290170611892,75.6654619880604,30.784237588742105,,campbell_healey_2016.csv
kn-554,MeydanDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,194.36315304486016,14.770463593861905,284.13310111059803,27.485343854826137,56.0,0.0,511.77899323806656,,,9436.825410194013,444.7524294502183,73.7949925576001,30.70230649740876,,campbell_healey_2016.csv
kn-680,MeydanDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,198.71337201635623,17.304189061310836,285.62338772251303,27.65186271481021,53.0,84.16858681627218,542.8732927048287,,,9667.31337084169,522.8396291762358,80.19473660706703,30.797571412100485,,campbell_healey_2016.csv
kn-868,MeydanDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,210.036511703668,19.54299459967137,301.01549138923474,33.58986439720667,,0.0,511.0079636837221,,,10738.52452869549,610.852125968232,93.08373303180387,34.84673641823228,,campbell_healey_2016.csv
kn-880,MeydanDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,194.9592997424141,16.462869485998425,284.99273528276484,33.25987510634674,,0.0,517.57027771655,,,9884.89375639976,473.05114474618654,78.58229994945435,32.27263699600232,,campbell_healey_2016.csv
,MeydanDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,199.7534380853845,16.825672112614143,289.44187355242093,30.243299909051064,55.333333333333336,,519.2992885930777,,,9854.0692065399,519.4048692804124,80.26424482679715,31.88069778249719,,campbell_healey_2016.csv
kn-001,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,458.0,11.0,210.0,23.0,63.0,53.0,460.0,,,11751.0,482.0,102.0,66.0,,campbell_healey_2016.csv
kn-003,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,518.0,12.0,222.0,30.0,75.0,0.0,529.0,,,13510.0,407.0,112.0,70.0,,campbell_healey_2016.csv
kn-008,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,483.0605311224943,11.389879765344782,214.16434747875584,25.81147219375432,66.87165947201967,0.0,461.88708604055984,,,12063.030277242193,334.7970292488227,100.30818381736252,65.97678152795545,,campbell_healey_2016.csv
kn-011,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,505.0,11.0,229.0,28.0,72.0,0.0,531.0,,,13083.0,368.0,110.0,67.0,,campbell_healey_2016.csv
kn-012,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,468.0,11.0,207.0,25.0,61.0,0.0,486.0,,,12233.0,375.0,102.0,69.0,,campbell_healey_2016.csv
kn-013,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,469.0,10.0,209.0,26.0,64.0,0.0,482.0,,,11995.0,427.0,106.0,66.0,,campbell_healey_2016.csv
kn-014,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,451.0970150213348,11.596783551202666,204.4808655826112,25.66006563722941,61.49219775549784,53.83656445174815,446.8628257274155,,,11533.120086672992,434.1294242524906,105.28888501116928,62.6010023521177,,campbell_healey_2016.csv
kn-019,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,481.0,11.0,215.0,25.0,66.0,0.0,498.0,,,12587.0,340.0,101.0,65.0,,campbell_healey_2016.csv
kn-021,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,490.0,11.0,214.0,27.0,70.0,0.0,497.0,,,12279.0,310.0,99.0,67.0,,campbell_healey_2016.csv
kn-028,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,466.0,10.0,210.0,24.0,63.0,0.0,444.0,,,11466.0,350.0,94.0,68.0,,campbell_healey_2016.csv
kn-034,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,476.0,12.0,212.0,26.0,63.0,184.0,465.0,,,11800.0,484.0,102.0,66.0,,campbell_healey_2016.csv
kn-053,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,453.0,11.0,198.0,27.0,,0.0,450.0,,,12181.0,478.0,98.0,63.0,,campbell_healey_2016.csv
kn-059,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,456.0,12.0,204.0,28.0,,63.0,507.0,,,12415.0,484.0,113.0,68.0,,campbell_healey_2016.csv
kn-065,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,454.0,14.0,200.0,29.0,,0.0,461.0,,,12543.0,537.0,108.0,66.0,,campbell_healey_2016.csv
kn-088,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,485.0,12.0,208.0,29.0,,0.0,457.0,,,12943.0,402.0,95.0,69.0,,campbell_healey_2016.csv
kn-092,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,472.0,10.0,204.0,29.0,,0.0,538.0,,,12748.0,361.0,103.0,64.0,,campbell_healey_2016.csv
kn-101,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,460.0,13.0,203.0,28.0,,119.0,470.0,,,12578.0,532.0,114.0,65.0,,campbell_healey_2016.csv
kn-107,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,454.0,12.0,201.0,29.0,,0.0,495.0,,,12291.0,457.0,112.0,67.0,,campbell_healey_2016.csv
kn-110,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,500.0,13.0,216.0,31.0,,0.0,532.0,,,13618.0,376.0,120.0,72.0,,campbell_healey_2016.csv
kn-117,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,523.0,14.0,220.0,33.0,,0.0,547.0,,,14524.0,399.0,123.0,74.0,,campbell_healey_2016.csv
kn-118,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,518.0,14.0,223.0,33.0,,0.0,556.0,,,14324.0,398.0,117.0,77.0,,campbell_healey_2016.csv
kn-119,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,476.0,12.0,206.0,29.0,,0.0,464.0,,,12836.0,435.0,110.0,67.0,,campbell_healey_2016.csv
kn-150,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,440.0,12.0,198.0,28.0,,0.0,479.0,,,12120.0,395.0,106.0,61.0,,campbell_healey_2016.csv
kn-174,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,491.0,14.0,219.0,31.0,,0.0,503.0,,,12810.0,475.0,108.0,68.0,,campbell_healey_2016.csv
kn-182,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,456.0,11.0,205.0,27.0,,0.0,493.0,,,12672.0,447.0,99.0,60.0,,campbell_healey_2016.csv
kn-203,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,464.0,11.0,200.0,28.0,,0.0,466.0,,,12474.0,459.0,102.0,60.0,,campbell_healey_2016.csv
kn-204,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,456.0,10.0,203.0,28.0,,167.0,445.0,,,12314.0,529.0,115.0,67.0,,campbell_healey_2016.csv
kn-206,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,459.0,10.0,202.0,29.0,,0.0,488.0,,,12529.0,432.0,88.0,56.0,,campbell_healey_2016.csv
kn-207,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,452.0,12.0,201.0,30.0,,0.0,464.0,,,12264.0,451.0,106.0,64.0,,campbell_healey_2016.csv
kn-208,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,469.0,12.0,206.0,29.0,,0.0,502.0,,,12869.0,272.0,109.0,65.0,,campbell_healey_2016.csv
kn-209,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,459.0,11.0,212.0,29.0,,79.0,507.0,,,12611.0,513.0,111.0,70.0,,campbell_healey_2016.csv
kn-229,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,450.0,10.0,198.0,28.0,,161.0,480.0,,,11722.0,498.0,104.0,69.0,,campbell_healey_2016.csv
kn-231,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,454.0,12.0,200.0,28.0,,0.0,498.0,,,12329.0,272.0,102.0,64.0,,campbell_healey_2016.csv
kn-235,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,446.0,12.0,200.0,27.0,,97.0,437.0,,,12609.0,485.0,104.0,63.0,,campbell_healey_2016.csv
kn-236,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,466.0,12.0,202.0,29.0,,0.0,493.0,,,12727.0,421.0,105.0,71.0,,campbell_healey_2016.csv
kn-245,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,458.0,12.0,199.0,27.0,,0.0,498.0,,,12253.0,407.0,106.0,66.0,,campbell_healey_2016.csv
kn-246,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,469.0,12.0,206.0,28.0,,0.0,482.0,,,12583.0,376.0,107.0,69.0,,campbell_healey_2016.csv
kn-276,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,450.0,11.0,202.0,28.0,,0.0,482.0,,,12285.0,398.0,100.0,66.0,,campbell_healey_2016.csv
kn-279,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,455.0,12.0,203.0,29.0,,114.0,516.0,,,12434.0,485.0,114.0,73.0,,campbell_healey_2016.csv
kn-280,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,448.0,14.0,200.0,29.0,,111.0,647.0,,,12886.0,479.0,107.0,65.0,,campbell_healey_2016.csv
kn-281,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,472.0,10.0,203.0,27.0,,0.0,493.0,,,12948.0,457.0,98.0,60.0,,campbell_healey_2016.csv
kn-282,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,457.0,13.0,202.0,27.0,,70.0,556.0,,,12908.0,518.0,105.0,64.0,,campbell_healey_2016.csv
kn-283,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,484.0,11.0,201.0,28.0,,0.0,480.0,,,12303.0,388.0,101.0,64.0,,campbell_healey_2016.csv
kn-287,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,465.0,13.0,204.0,28.0,,0.0,605.0,,,13065.0,388.0,113.0,70.0,,campbell_healey_2016.csv
kn-292,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,436.0,12.0,197.0,26.0,,0.0,560.0,,,12397.0,416.0,103.0,63.0,,campbell_healey_2016.csv
kn-295,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,455.0,11.0,202.0,29.0,,0.0,493.0,,,12344.0,404.0,104.0,70.0,,campbell_healey_2016.csv
kn-297,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,444.0,12.0,198.0,30.0,,81.0,489.0,,,11987.0,441.0,97.0,63.0,,campbell_healey_2016.csv
kn-298,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,458.0,12.0,207.0,30.0,,0.0,457.0,,,12518.0,410.0,107.0,65.0,,campbell_healey_2016.csv
kn-299,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,460.0,10.0,202.0,30.0,,141.0,482.0,,,12719.0,536.0,112.0,69.0,,campbell_healey_2016.csv
kn-305,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,445.0,13.0,198.0,27.0,,134.0,474.0,,,12431.0,549.0,101.0,56.0,,campbell_healey_2016.csv
kn-306,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,452.0,11.0,200.0,25.0,,153.0,481.0,,,12415.0,468.0,116.0,71.0,,campbell_healey_2016.csv
kn-307,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,460.0,12.0,207.0,28.0,,127.0,487.0,,,12642.0,483.0,107.0,65.0,,campbell_healey_2016.csv
kn-308,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,465.0,11.0,202.0,29.0,,0.0,475.0,,,12551.0,451.0,106.0,69.0,,campbell_healey_2016.csv
kn-309,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,456.0,14.0,205.0,29.0,,102.0,488.0,,,12546.0,501.0,117.0,61.0,,campbell_healey_2016.csv
kn-311,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,468.0,11.0,207.0,27.0,,78.0,469.0,,,12379.0,510.0,108.0,69.0,,campbell_healey_2016.csv
kn-312,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,463.0,11.0,207.0,27.0,,0.0,493.0,,,12534.0,465.0,108.0,69.0,,campbell_healey_2016.csv
kn-314,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,449.0,12.0,203.0,29.0,,109.0,467.0,,,12074.0,545.0,105.0,59.0,,campbell_healey_2016.csv
kn-315,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,449.0,11.0,195.0,30.0,,126.0,483.0,,,12411.0,484.0,108.0,57.0,,campbell_healey_2016.csv
kn-319,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,459.0,11.0,204.0,27.0,,93.0,528.0,,,12734.0,510.0,119.0,65.0,,campbell_healey_2016.csv
kn-320,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,427.0,11.0,190.0,25.0,,83.0,530.0,,,11907.0,406.0,105.0,52.0,,campbell_healey_2016.csv
kn-322,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,459.0,11.0,210.0,30.0,,0.0,476.0,,,12356.0,437.0,104.0,62.0,,campbell_healey_2016.csv
kn-323,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,457.0,11.0,203.0,28.0,,77.0,481.0,,,11947.0,541.0,99.0,62.0,,campbell_healey_2016.csv
kn-324,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,438.0,11.0,192.0,27.0,,77.0,469.0,,,11715.0,470.0,102.0,62.0,,campbell_healey_2016.csv
kn-325,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,466.0,15.0,210.0,27.0,,148.0,498.0,,,12782.0,546.0,111.0,70.0,,campbell_healey_2016.csv
kn-327,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,436.0,12.0,192.0,28.0,,88.0,466.0,,,11655.0,469.0,98.0,62.0,,campbell_healey_2016.csv
kn-328,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,463.0,10.0,204.0,29.0,,0.0,480.0,,,12408.0,432.0,105.0,69.0,,campbell_healey_2016.csv
kn-329,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,435.0,12.0,192.0,29.0,,108.0,476.0,,,11782.0,552.0,97.0,57.0,,campbell_healey_2016.csv
kn-330,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,489.0,12.0,209.0,31.0,,0.0,474.0,,,13175.0,457.0,114.0,72.0,,campbell_healey_2016.csv
kn-331,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,475.0,12.0,213.0,29.0,,0.0,505.0,,,12936.0,406.0,109.0,70.0,,campbell_healey_2016.csv
kn-332,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,465.0,10.0,205.0,29.0,,0.0,458.0,,,12547.0,427.0,107.0,71.0,,campbell_healey_2016.csv
kn-333,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,463.0,12.0,203.0,30.0,,0.0,458.0,,,12569.0,401.0,103.0,65.0,,campbell_healey_2016.csv
kn-334,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,474.0,13.0,213.0,29.0,,0.0,511.0,,,12867.0,402.0,102.0,67.0,,campbell_healey_2016.csv
kn-335,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,457.0,11.0,198.0,27.0,,157.0,461.0,,,12348.0,524.0,115.0,65.0,,campbell_healey_2016.csv
kn-336,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,451.0,14.0,198.0,29.0,,87.0,447.0,,,12251.0,526.0,106.0,62.0,,campbell_healey_2016.csv
kn-337,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,441.0,11.0,194.0,27.0,,0.0,473.0,,,12038.0,492.0,105.0,67.0,,campbell_healey_2016.csv
kn-338,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,454.0,9.0,201.0,29.0,,0.0,477.0,,,12239.0,442.0,107.0,70.0,,campbell_healey_2016.csv
kn-339,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,459.0,12.0,202.0,28.0,,0.0,494.0,,,12412.0,492.0,106.0,71.0,,campbell_healey_2016.csv
kn-340,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,457.0,13.0,201.0,29.0,,0.0,470.0,,,12133.0,441.0,103.0,60.0,,campbell_healey_2016.csv
kn-341,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,479.0,11.0,211.0,28.0,,0.0,506.0,,,12751.0,441.0,106.0,70.0,,campbell_healey_2016.csv
kn-342,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,458.0,10.0,202.0,28.0,,0.0,497.0,,,12432.0,395.0,107.0,69.0,,campbell_healey_2016.csv
kn-343,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,438.0,11.0,195.0,28.0,,0.0,471.0,,,12228.0,410.0,101.0,64.0,,campbell_healey_2016.csv
kn-344,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,470.0,12.0,202.0,29.0,,0.0,481.0,,,12794.0,416.0,112.0,66.0,,campbell_healey_2016.csv
kn-346,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,466.0,10.0,204.0,29.0,,68.0,494.0,,,12188.0,516.0,112.0,65.0,,campbell_healey_2016.csv
kn-347,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,461.0,10.0,199.0,29.0,,92.0,462.0,,,12215.0,454.0,115.0,70.0,,campbell_healey_2016.csv
kn-349,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,467.0,13.0,205.0,27.0,,0.0,505.0,,,12772.0,272.0,107.0,65.0,,campbell_healey_2016.csv
kn-350,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,449.0,12.0,200.0,28.0,,0.0,458.0,,,12062.0,492.0,97.0,62.0,,campbell_healey_2016.csv
kn-351,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,486.0,12.0,216.0,31.0,,0.0,467.0,,,13152.0,428.0,121.0,74.0,,campbell_healey_2016.csv
kn-352,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,457.0,12.0,202.0,27.0,,89.0,464.0,,,12394.0,521.0,122.0,65.0,,campbell_healey_2016.csv
kn-353,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,460.0,13.0,200.0,29.0,,187.0,430.0,,,12149.0,523.0,111.0,63.0,,campbell_healey_2016.csv
kn-354,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,456.0,12.0,201.0,31.0,,0.0,465.0,,,12319.0,526.0,100.0,69.0,,campbell_healey_2016.csv
kn-355,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,453.0,13.0,203.0,29.0,,106.0,449.0,,,12184.0,505.0,114.0,66.0,,campbell_healey_2016.csv
kn-357,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,454.0,11.0,201.0,27.0,,0.0,501.0,,,12257.0,501.0,108.0,67.0,,campbell_healey_2016.csv
kn-358,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,456.0,11.0,203.0,29.0,,0.0,474.0,,,12277.0,404.0,116.0,64.0,,campbell_healey_2016.csv
kn-359,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,443.0,12.0,200.0,29.0,,88.0,451.0,,,12114.0,492.0,106.0,66.0,,campbell_healey_2016.csv
kn-361,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,454.0,11.0,197.0,28.0,,73.0,482.0,,,12200.0,446.0,104.0,58.0,,campbell_healey_2016.csv
kn-365,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,452.0,11.0,202.0,28.0,,0.0,462.0,,,12375.0,490.0,104.0,69.0,,campbell_healey_2016.csv
kn-366,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,455.0,11.0,203.0,26.0,,0.0,469.0,,,12298.0,442.0,104.0,70.0,,campbell_healey_2016.csv
kn-367,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,470.0,10.0,206.0,29.0,,0.0,469.0,,,12585.0,391.0,108.0,71.0,,campbell_healey_2016.csv
kn-368,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,468.0,12.0,205.0,29.0,,0.0,485.0,,,12863.0,505.0,113.0,69.0,,campbell_healey_2016.csv
kn-369,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,427.0,10.0,193.0,28.0,,129.0,451.0,,,11241.0,537.0,99.0,62.0,,campbell_healey_2016.csv
kn-370,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,448.0,10.0,198.0,28.0,,105.0,458.0,,,11942.0,504.0,106.0,66.0,,campbell_healey_2016.csv
kn-371,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,493.0,13.0,216.0,31.0,,0.0,512.0,,,13322.0,408.0,116.0,63.0,,campbell_healey_2016.csv
kn-373,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,448.0,11.0,194.0,27.0,,89.0,474.0,,,11825.0,444.0,100.0,65.0,,campbell_healey_2016.csv
kn-375,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,449.0,12.0,202.0,27.0,,0.0,490.0,,,12254.0,426.0,103.0,68.0,,campbell_healey_2016.csv
kn-376,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,513.0,14.0,226.0,33.0,,0.0,526.0,,,13393.0,425.0,116.0,74.0,,campbell_healey_2016.csv
kn-377,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,459.0,12.0,205.0,29.0,,88.0,478.0,,,12502.0,502.0,112.0,60.0,,campbell_healey_2016.csv
kn-378,Group3d,,Kenan Tepe (artefact reference set),Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,465.0,11.0,205.0,27.0,,0.0,476.0,,,12377.0,450.0,105.0,68.0,,campbell_healey_2016.csv
