sample_id,source,source_raw,site,paper,year,method,method_tier,units,is_source_reference,notes,verification_flag,Rb,Sr,Zr,Nb,Y,Ba,Ti,Th,U,Fe,Mn,Zn,Pb,Ga,source_file
JMA14 NM583 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,116.0,98.0,101.0,9.0,16.0,742.0,440.0,13.0,,9879.0,432.0,39.0,25.0,15.0,morgan_2015.csv
JMA14 NM584 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,115.0,105.0,108.0,9.0,21.0,729.0,381.0,11.0,,10033.0,416.0,33.0,23.0,15.0,morgan_2015.csv
JMA14 NM585 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,104.0,106.0,9.0,19.0,677.0,438.0,11.0,,9483.0,612.0,45.0,24.0,15.0,morgan_2015.csv
JMA14 NM586 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,123.0,104.0,102.0,7.0,12.0,718.0,362.0,12.0,,9950.0,452.0,33.0,21.0,15.0,morgan_2015.csv
JMA14 NM587 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,114.0,98.0,108.0,10.0,15.0,710.0,372.0,10.0,,9748.0,371.0,45.0,22.0,15.0,morgan_2015.csv
JMA14 NM588 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,125.0,101.0,106.0,9.0,18.0,721.0,297.0,9.0,,10008.0,504.0,36.0,22.0,16.0,morgan_2015.csv
JMA14 NM589 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,115.0,96.0,106.0,9.0,18.0,689.0,509.0,11.0,,9559.0,559.0,31.0,23.0,15.0,morgan_2015.csv
JMA14 NM590 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,119.0,103.0,99.0,10.0,18.0,687.0,549.0,10.0,,9594.0,405.0,41.0,25.0,16.0,morgan_2015.csv
JMA14 NM591 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,116.0,102.0,104.0,10.0,17.0,679.0,524.0,11.0,,9602.0,315.0,43.0,27.0,15.0,morgan_2015.csv
JMA14 NM592 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,121.0,96.0,105.0,7.0,19.0,690.0,382.0,11.0,,10053.0,496.0,46.0,23.0,16.0,morgan_2015.csv
JMA14 NM593 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,124.0,108.0,110.0,10.0,16.0,689.0,351.0,10.0,,9818.0,591.0,36.0,25.0,15.0,morgan_2015.csv
JMA14 NM594 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,98.0,98.0,8.0,17.0,791.0,330.0,11.0,,10003.0,455.0,36.0,23.0,15.0,morgan_2015.csv
JMA14 NM595 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,120.0,105.0,103.0,12.0,18.0,666.0,552.0,11.0,,9963.0,450.0,56.0,23.0,16.0,morgan_2015.csv
JMA14 NM596 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,117.0,107.0,104.0,11.0,19.0,715.0,380.0,13.0,,10660.0,661.0,44.0,23.0,16.0,morgan_2015.csv
JMA14 NM597 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,101.0,104.0,8.0,16.0,720.0,357.0,11.0,,9891.0,429.0,36.0,24.0,17.0,morgan_2015.csv
JMA14 NM598 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,96.0,100.0,10.0,18.0,684.0,321.0,12.0,,9564.0,444.0,40.0,24.0,16.0,morgan_2015.csv
JMA14 NM599 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,117.0,97.0,103.0,9.0,19.0,757.0,292.0,11.0,,9338.0,506.0,38.0,24.0,16.0,morgan_2015.csv
JMA14 NM600 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,113.0,102.0,107.0,9.0,18.0,676.0,487.0,10.0,,9432.0,451.0,41.0,23.0,15.0,morgan_2015.csv
JMA14 NM601 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,116.0,99.0,106.0,10.0,15.0,666.0,475.0,13.0,,9754.0,522.0,26.0,24.0,14.0,morgan_2015.csv
JMA14 NM602 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,122.0,99.0,107.0,11.0,18.0,704.0,451.0,16.0,,9894.0,419.0,35.0,27.0,15.0,morgan_2015.csv
JMA14 NM603 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,112.0,99.0,103.0,8.0,21.0,735.0,317.0,11.0,,10229.0,480.0,53.0,22.0,17.0,morgan_2015.csv
JMA14 NM604 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,130.0,100.0,100.0,8.0,15.0,798.0,271.0,10.0,,11163.0,414.0,50.0,22.0,16.0,morgan_2015.csv
JMA14 NM605 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,125.0,104.0,95.0,9.0,21.0,764.0,234.0,9.0,,10910.0,485.0,53.0,25.0,16.0,morgan_2015.csv
JMA14 NM606 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,122.0,107.0,105.0,9.0,16.0,735.0,323.0,14.0,,10332.0,497.0,37.0,24.0,17.0,morgan_2015.csv
JMA14 NM607 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,117.0,100.0,100.0,9.0,16.0,732.0,298.0,10.0,,9374.0,577.0,46.0,24.0,16.0,morgan_2015.csv
JMA14 NM567 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,101.0,110.0,9.0,18.0,559.0,577.0,13.0,,9261.0,465.0,61.0,24.0,16.0,morgan_2015.csv
JMA14 NM568 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,123.0,99.0,106.0,11.0,18.0,660.0,441.0,10.0,,9640.0,543.0,45.0,23.0,15.0,morgan_2015.csv
JMA14 NM569 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,123.0,98.0,110.0,9.0,15.0,670.0,448.0,11.0,,9759.0,585.0,41.0,21.0,16.0,morgan_2015.csv
JMA14 NM570 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,114.0,102.0,103.0,8.0,21.0,786.0,247.0,10.0,,9738.0,569.0,40.0,20.0,15.0,morgan_2015.csv
JMA14 NM571 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,113.0,103.0,109.0,8.0,18.0,717.0,405.0,9.0,,9898.0,431.0,47.0,25.0,17.0,morgan_2015.csv
JMA14 NM572 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,116.0,98.0,102.0,9.0,22.0,731.0,329.0,10.0,,9868.0,337.0,52.0,26.0,17.0,morgan_2015.csv
JMA14 NM573 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,119.0,101.0,112.0,10.0,18.0,661.0,394.0,12.0,,9750.0,530.0,51.0,26.0,17.0,morgan_2015.csv
JMA14 NM574 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,122.0,104.0,108.0,11.0,21.0,686.0,393.0,11.0,,9775.0,365.0,35.0,22.0,16.0,morgan_2015.csv
JMA14 NM575 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,111.0,98.0,98.0,8.0,19.0,732.0,376.0,11.0,,9563.0,385.0,48.0,23.0,16.0,morgan_2015.csv
JMA14 NM576 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,121.0,99.0,105.0,10.0,20.0,668.0,557.0,11.0,,9903.0,407.0,43.0,24.0,16.0,morgan_2015.csv
JMA14 NM577 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,119.0,109.0,106.0,11.0,18.0,748.0,400.0,13.0,,10070.0,427.0,38.0,26.0,15.0,morgan_2015.csv
JMA14 NM578 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,107.0,103.0,103.0,10.0,19.0,755.0,372.0,11.0,,9419.0,431.0,46.0,24.0,17.0,morgan_2015.csv
JMA14 NM579 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,120.0,96.0,109.0,9.0,16.0,709.0,405.0,12.0,,9489.0,480.0,44.0,25.0,17.0,morgan_2015.csv
JMA14 NM580 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,115.0,97.0,102.0,7.0,18.0,714.0,444.0,9.0,,9465.0,360.0,46.0,22.0,16.0,morgan_2015.csv
JMA14 NM581 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,120.0,104.0,100.0,10.0,15.0,626.0,456.0,12.0,,11129.0,617.0,83.0,26.0,18.0,morgan_2015.csv
JMA14 NM582 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,114.0,101.0,103.0,10.0,20.0,738.0,367.0,10.0,,10510.0,390.0,59.0,21.0,18.0,morgan_2015.csv
JMA14 NM583 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,116.0,98.0,101.0,9.0,16.0,742.0,440.0,13.0,,9879.0,432.0,39.0,25.0,15.0,morgan_2015.csv
JMA14 NM584 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,115.0,105.0,108.0,9.0,21.0,729.0,381.0,11.0,,10033.0,416.0,33.0,23.0,15.0,morgan_2015.csv
JMA14 NM585 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,104.0,106.0,9.0,19.0,677.0,438.0,11.0,,9483.0,612.0,45.0,24.0,15.0,morgan_2015.csv
JMA14 NM586 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,123.0,104.0,102.0,7.0,12.0,718.0,362.0,12.0,,9950.0,452.0,33.0,21.0,15.0,morgan_2015.csv
JMA14 NM587 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,114.0,98.0,108.0,10.0,15.0,710.0,372.0,10.0,,9748.0,371.0,45.0,22.0,15.0,morgan_2015.csv
JMA14 NM588 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,125.0,101.0,106.0,9.0,18.0,721.0,297.0,9.0,,10008.0,504.0,36.0,22.0,16.0,morgan_2015.csv
JMA14 NM589 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,115.0,96.0,106.0,9.0,18.0,689.0,509.0,11.0,,9559.0,559.0,31.0,23.0,15.0,morgan_2015.csv
JMA14 NM590 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,119.0,103.0,99.0,10.0,18.0,687.0,549.0,10.0,,9594.0,405.0,41.0,25.0,16.0,morgan_2015.csv
JMA14 NM591 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,116.0,102.0,104.0,10.0,17.0,679.0,524.0,11.0,,9602.0,315.0,43.0,27.0,15.0,morgan_2015.csv
JMA14 NM592 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,121.0,96.0,105.0,7.0,19.0,690.0,382.0,11.0,,10053.0,496.0,46.0,23.0,16.0,morgan_2015.csv
JMA14 NM593 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,124.0,108.0,110.0,10.0,16.0,689.0,351.0,10.0,,9818.0,591.0,36.0,25.0,15.0,morgan_2015.csv
JMA14 NM594 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,98.0,98.0,8.0,17.0,791.0,330.0,11.0,,10003.0,455.0,36.0,23.0,15.0,morgan_2015.csv
JMA14 NM595 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,120.0,105.0,103.0,12.0,18.0,666.0,552.0,11.0,,9963.0,450.0,56.0,23.0,16.0,morgan_2015.csv
JMA14 NM596 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,117.0,107.0,104.0,11.0,19.0,715.0,380.0,13.0,,10660.0,661.0,44.0,23.0,16.0,morgan_2015.csv
JMA14 NM597 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,101.0,104.0,8.0,16.0,720.0,357.0,11.0,,9891.0,429.0,36.0,24.0,17.0,morgan_2015.csv
JMA14 NM598 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,96.0,100.0,10.0,18.0,684.0,321.0,12.0,,9564.0,444.0,40.0,24.0,16.0,morgan_2015.csv
JMA14 NM599 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,117.0,97.0,103.0,9.0,19.0,757.0,292.0,11.0,,9338.0,506.0,38.0,24.0,16.0,morgan_2015.csv
JMA14 NM600 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,113.0,102.0,107.0,9.0,18.0,676.0,487.0,10.0,,9432.0,451.0,41.0,23.0,15.0,morgan_2015.csv
JMA14 NM601 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,116.0,99.0,106.0,10.0,15.0,666.0,475.0,13.0,,9754.0,522.0,26.0,24.0,14.0,morgan_2015.csv
JMA14 NM602 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,122.0,99.0,107.0,11.0,18.0,704.0,451.0,16.0,,9894.0,419.0,35.0,27.0,15.0,morgan_2015.csv
JMA14 NM603 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,112.0,99.0,103.0,8.0,21.0,735.0,317.0,11.0,,10229.0,480.0,53.0,22.0,17.0,morgan_2015.csv
JMA14 NM604 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,130.0,100.0,100.0,8.0,15.0,798.0,271.0,10.0,,11163.0,414.0,50.0,22.0,16.0,morgan_2015.csv
JMA14 NM605 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,125.0,104.0,95.0,9.0,21.0,764.0,234.0,9.0,,10910.0,485.0,53.0,25.0,16.0,morgan_2015.csv
JMA14 NM606 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,122.0,107.0,105.0,9.0,16.0,735.0,323.0,14.0,,10332.0,497.0,37.0,24.0,17.0,morgan_2015.csv
JMA14 NM607 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,117.0,100.0,100.0,9.0,16.0,732.0,298.0,10.0,,9374.0,577.0,46.0,24.0,16.0,morgan_2015.csv
JMA14 NM649 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,95.0,102.0,10.0,18.0,737.0,448.0,7.0,,10455.0,372.0,64.0,22.0,17.0,morgan_2015.csv
JMA14 NM650 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,120.0,109.0,107.0,9.0,16.0,700.0,503.0,12.0,,10591.0,379.0,40.0,22.0,15.0,morgan_2015.csv
JMA14 NM651 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,124.0,108.0,109.0,12.0,17.0,544.0,663.0,14.0,,9720.0,602.0,50.0,31.0,17.0,morgan_2015.csv
JMA14 NM652 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,102.0,111.0,8.0,18.0,620.0,675.0,12.0,,9497.0,451.0,49.0,27.0,16.0,morgan_2015.csv
JMA14 NM653 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,113.0,98.0,106.0,8.0,18.0,686.0,421.0,10.0,,9562.0,489.0,26.0,21.0,14.0,morgan_2015.csv
JMA14 NM654 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,120.0,93.0,108.0,10.0,18.0,676.0,539.0,13.0,,9528.0,458.0,36.0,21.0,14.0,morgan_2015.csv
JMA14 NM655 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,116.0,103.0,107.0,10.0,17.0,720.0,432.0,12.0,,10190.0,430.0,49.0,26.0,16.0,morgan_2015.csv
JMA14 NM656 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,105.0,105.0,11.0,19.0,673.0,452.0,11.0,,9989.0,426.0,33.0,22.0,16.0,morgan_2015.csv
JMA14 NM657 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,121.0,101.0,100.0,11.0,19.0,651.0,457.0,10.0,,9615.0,497.0,39.0,24.0,15.0,morgan_2015.csv
JMA14 NM658 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,119.0,110.0,108.0,9.0,18.0,666.0,541.0,13.0,,9846.0,596.0,49.0,25.0,16.0,morgan_2015.csv
JMA14 NM659 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,121.0,97.0,105.0,9.0,20.0,688.0,312.0,10.0,,9522.0,438.0,36.0,23.0,15.0,morgan_2015.csv
JMA14 NM660 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,113.0,103.0,109.0,8.0,21.0,715.0,350.0,12.0,,9961.0,522.0,34.0,26.0,15.0,morgan_2015.csv
JMA14 NM661 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,114.0,99.0,108.0,11.0,18.0,689.0,488.0,9.0,,10086.0,573.0,36.0,24.0,17.0,morgan_2015.csv
JMA14 NM662 ,Dhemenegaki,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,102.0,105.0,111.0,8.0,17.0,750.0,493.0,9.0,,11146.0,519.0,45.0,24.0,16.0,morgan_2015.csv
JMA14 NM663 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,119.0,98.0,107.0,9.0,14.0,661.0,446.0,13.0,,9207.0,433.0,31.0,24.0,15.0,morgan_2015.csv
JMA14 NM664 ,Dhemenegaki,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,115.0,118.0,119.0,8.0,15.0,581.0,475.0,10.0,,12402.0,504.0,51.0,22.0,16.0,morgan_2015.csv
JMA14 NM665 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,117.0,101.0,103.0,10.0,20.0,652.0,386.0,9.0,,9967.0,422.0,52.0,26.0,16.0,morgan_2015.csv
JMA14 NM666 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,115.0,104.0,108.0,9.0,20.0,643.0,444.0,9.0,,9563.0,381.0,34.0,23.0,14.0,morgan_2015.csv
JMA14 NM667 ,Dhemenegaki,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,111.0,110.0,101.0,8.0,18.0,1585.0,1968.0,12.0,,10944.0,458.0,39.0,31.0,16.0,morgan_2015.csv
JMA14 NM668 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,114.0,98.0,102.0,10.0,18.0,663.0,519.0,11.0,,9261.0,396.0,26.0,24.0,14.0,morgan_2015.csv
JMA14 NM669 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,115.0,105.0,109.0,10.0,18.0,769.0,357.0,12.0,,9769.0,603.0,31.0,24.0,15.0,morgan_2015.csv
JMA14 NM670 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,113.0,93.0,104.0,9.0,13.0,659.0,446.0,12.0,,9782.0,444.0,30.0,23.0,14.0,morgan_2015.csv
JMA14 NM671 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,123.0,103.0,112.0,9.0,19.0,709.0,381.0,10.0,,10117.0,424.0,27.0,22.0,14.0,morgan_2015.csv
JMA14 NM672 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,113.0,103.0,110.0,9.0,21.0,708.0,529.0,12.0,,9546.0,517.0,41.0,28.0,16.0,morgan_2015.csv
JMA14 NM673 ,Dhemenegaki,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,110.0,109.0,105.0,6.0,20.0,744.0,476.0,12.0,,9888.0,473.0,46.0,21.0,16.0,morgan_2015.csv
JMA14 NM674 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,114.0,96.0,95.0,9.0,19.0,851.0,288.0,9.0,,9621.0,489.0,46.0,30.0,16.0,morgan_2015.csv
JMA14 NM675 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,119.0,104.0,101.0,9.0,17.0,732.0,311.0,9.0,,9735.0,656.0,48.0,25.0,17.0,morgan_2015.csv
JMA14 NM676 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,119.0,100.0,101.0,8.0,17.0,694.0,438.0,10.0,,9784.0,439.0,32.0,28.0,15.0,morgan_2015.csv
JMA14 NM677 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,90.0,104.0,10.0,18.0,632.0,454.0,11.0,,9837.0,476.0,26.0,24.0,15.0,morgan_2015.csv
JMA14 NM678 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,111.0,102.0,102.0,9.0,21.0,611.0,385.0,12.0,,10060.0,552.0,43.0,25.0,15.0,morgan_2015.csv
JMA14 NM679 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,115.0,104.0,107.0,9.0,21.0,673.0,554.0,14.0,,9437.0,535.0,47.0,23.0,15.0,morgan_2015.csv
JMA14 NM680 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,111.0,94.0,101.0,10.0,19.0,671.0,622.0,9.0,,9483.0,580.0,39.0,24.0,17.0,morgan_2015.csv
JMA14 NM681 ,Dhemenegaki,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,116.0,118.0,116.0,8.0,18.0,710.0,530.0,9.0,,12416.0,511.0,43.0,25.0,15.0,morgan_2015.csv
JMA14 NM682 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,106.0,108.0,10.0,21.0,625.0,595.0,12.0,,9949.0,526.0,50.0,28.0,16.0,morgan_2015.csv
JMA14 NM683 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,119.0,103.0,109.0,9.0,19.0,693.0,573.0,11.0,,9674.0,538.0,54.0,25.0,16.0,morgan_2015.csv
JMA14 NM684 ,Dhemenegaki,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,117.0,116.0,115.0,10.0,15.0,772.0,528.0,10.0,,12768.0,490.0,52.0,25.0,16.0,morgan_2015.csv
JMA14 NM685 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,122.0,94.0,107.0,11.0,20.0,634.0,527.0,11.0,,9900.0,472.0,36.0,26.0,15.0,morgan_2015.csv
JMA14 NM686 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,113.0,108.0,108.0,10.0,19.0,736.0,388.0,11.0,,9929.0,399.0,44.0,25.0,16.0,morgan_2015.csv
JMA14 NM687 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,118.0,99.0,110.0,10.0,18.0,650.0,441.0,12.0,,9762.0,391.0,38.0,23.0,16.0,morgan_2015.csv
JMA14 NM688 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,112.0,105.0,109.0,8.0,18.0,766.0,394.0,14.0,,9368.0,492.0,29.0,24.0,15.0,morgan_2015.csv
JMA14 NM689 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,130.0,108.0,105.0,9.0,18.0,657.0,563.0,15.0,,10129.0,412.0,33.0,24.0,15.0,morgan_2015.csv
JMA14 NM690 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,114.0,95.0,107.0,9.0,19.0,743.0,496.0,10.0,,9342.0,514.0,48.0,25.0,16.0,morgan_2015.csv
JMA14 NM691 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,112.0,105.0,105.0,11.0,20.0,687.0,560.0,11.0,,9335.0,475.0,22.0,24.0,14.0,morgan_2015.csv
JMA14 NM692 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,116.0,102.0,107.0,9.0,16.0,777.0,453.0,12.0,,10345.0,458.0,62.0,24.0,18.0,morgan_2015.csv
JMA14 NM693 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,126.0,106.0,106.0,10.0,17.0,693.0,531.0,10.0,,11787.0,615.0,38.0,24.0,15.0,morgan_2015.csv
JMA14 NM694 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,119.0,95.0,105.0,9.0,15.0,640.0,476.0,10.0,,10416.0,532.0,30.0,22.0,16.0,morgan_2015.csv
JMA14 NM695 ,Sta Nychia,,Aplomata ,Morgan 2015,2015.0,pXRF,1.0,ppm,True,,False,115.0,96.0,105.0,7.0,16.0,667.0,542.0,11.0,,9263.0,391.0,53.0,22.0,16.0,morgan_2015.csv
