Reference number,Sample note,Source,Al,Si,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Y,Zr,Nb,Ba,Pb,source,sample_id,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference
kn-894,,Nemrut Dağ,69522.0,352689.0,36920.0,3115.0,829.0,484.0,21133.0,190.0,203.0,0.0,,1255.0,63.0,0.0,35.0,NemrutDag,kn-894,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-895,,Nemrut Dağ,70660.0,358493.0,35458.0,2911.0,846.0,534.0,20034.0,179.0,202.0,0.0,,1243.0,64.0,0.0,32.0,NemrutDag,kn-895,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-898,,Nemrut Dağ,70902.0,356218.0,35907.0,2959.0,821.0,546.0,21045.0,172.0,201.0,0.0,,1234.0,64.0,0.0,31.0,NemrutDag,kn-898,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-902,,Nemrut Dağ,70275.0,359303.0,36319.0,3024.0,863.0,525.0,21097.0,184.0,209.0,0.0,,1280.0,64.0,0.0,29.0,NemrutDag,kn-902,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-903,,Nemrut Dağ,70272.0,362681.0,43931.0,3115.0,943.0,469.0,22394.0,198.0,220.0,0.0,,1318.0,67.0,0.0,29.0,NemrutDag,kn-903,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-906,,Nemrut Dağ,69622.0,355589.0,36668.0,3099.0,905.0,484.0,21405.0,192.0,211.0,0.0,,1275.0,66.0,0.0,27.0,NemrutDag,kn-906,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-909,,Nemrut Dağ,66327.0,347535.0,34997.0,2958.0,837.0,437.0,20556.0,193.0,206.0,0.0,,1226.0,63.0,0.0,29.0,NemrutDag,kn-909,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-910,,Nemrut Dağ,69705.0,358209.0,35660.0,2851.0,863.0,554.0,20950.0,183.0,203.0,0.0,,1244.0,63.0,0.0,27.0,NemrutDag,kn-910,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-911,,Nemrut Dağ,70803.0,353913.0,36950.0,3757.0,881.0,552.0,21457.0,181.0,209.0,0.0,,1287.0,65.0,0.0,26.0,NemrutDag,kn-911,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
,,Nemrut Dağ,70803.0,353913.0,36950.0,3757.0,881.0,552.0,21457.0,181.0,209.0,,,1287.0,65.0,,26.0,NemrutDag,,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-141,mean of 5 readings,Muş,68541.28832625273,339970.0356761475,36336.50364595295,3583.0784120672483,347.0982885041104,476.5811360366872,9313.422572979269,115.73190162424,178.75851828210506,0.0,57.0,259.4349908205588,58.63375927769594,112.55131784592196,29.06845150085585,Mus,kn-141,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-907,mean of 2 readings,Muş,74196.2387801706,353212.35212047026,34930.35470074038,3802.097581107138,370.4163045678867,419.082764578036,9873.377042636672,116.999336742114,181.5089601964324,0.0,,235.01266083701492,65.71783814174972,0.0,29.96923636578506,Mus,kn-907,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
,,Muş,71368.76355321167,346591.1938983089,35633.42917334667,3692.587996587193,358.75729653599853,447.8319503073616,9593.39980780797,116.365619183177,180.13373923926872,0.0,57.0,247.2238258287869,62.17579870972283,,29.518843933320458,Mus,,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-552,mean of 4 readings,Meydan Dağ,76008.86524460083,383885.7210691296,38878.88606771341,3751.313418177162,513.265915622221,545.5290170611892,9542.788966568549,75.6654619880604,200.69485391962405,16.047843822228174,57.0,291.444652256994,29.229553472065568,0.0,30.784237588742105,MeydanDag,kn-552,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-554,mean of 4 readings,Meydan Dağ,72221.65097135823,365869.74039140926,38919.986592398905,3566.438535983101,511.77899323806656,444.7524294502183,9436.825410194013,73.7949925576001,194.36315304486016,14.770463593861905,56.0,284.13310111059803,27.485343854826137,0.0,30.70230649740876,MeydanDag,kn-554,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-680,mean of 4 readings,Meydan Dağ,70551.92209673833,345142.02019389154,37584.33272207223,4525.48734152475,542.8732927048287,522.8396291762358,9667.31337084169,80.19473660706703,198.71337201635623,17.304189061310836,53.0,285.62338772251303,27.65186271481021,84.16858681627218,30.797571412100485,MeydanDag,kn-680,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-868,mean of 2 readings,Meydan Dağ,77356.2371826071,358831.4090275342,37664.411939284415,4092.084874115724,511.0079636837221,610.852125968232,10738.52452869549,93.08373303180387,210.036511703668,19.54299459967137,,301.01549138923474,33.58986439720667,0.0,34.84673641823228,MeydanDag,kn-868,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-880,mean of 2 readings,Meydan Dağ,73229.37933231292,353062.4847416475,49981.46426521473,6590.917598185837,517.57027771655,473.05114474618654,9884.89375639976,78.58229994945435,194.9592997424141,16.462869485998425,,284.99273528276484,33.25987510634674,0.0,32.27263699600232,MeydanDag,kn-880,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
,,Meydan Dağ,73873.61096552349,361358.2750847224,40605.816317336736,4505.248353597315,519.2992885930777,519.4048692804124,9854.0692065399,80.26424482679715,199.7534380853845,16.825672112614143,55.333333333333336,289.44187355242093,30.243299909051064,,31.88069778249719,MeydanDag,,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-001,mean of 3 readings,Group 3d,72353.0,352141.0,42468.0,4464.0,460.0,482.0,11751.0,102.0,458.0,11.0,63.0,210.0,23.0,53.0,66.0,Group3d,kn-001,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-003,mean of 4 readings,Group 3d,78183.0,380020.0,47878.0,5319.0,529.0,407.0,13510.0,112.0,518.0,12.0,75.0,222.0,30.0,0.0,70.0,Group3d,kn-003,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-008,mean of 3 readings,Group 3d,74658.37317120131,364471.8211086239,45112.06258351992,4716.901671311071,461.88708604055984,334.7970292488227,12063.030277242193,100.30818381736252,483.0605311224943,11.389879765344782,66.87165947201967,214.16434747875584,25.81147219375432,0.0,65.97678152795545,Group3d,kn-008,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-011,mean of 4 readings,Group 3d,75733.0,362689.0,45713.0,5778.0,531.0,368.0,13083.0,110.0,505.0,11.0,72.0,229.0,28.0,0.0,67.0,Group3d,kn-011,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-012,mean of 4 readings,Group 3d,71174.0,346890.0,41995.0,5262.0,486.0,375.0,12233.0,102.0,468.0,11.0,61.0,207.0,25.0,0.0,69.0,Group3d,kn-012,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-013,mean of 4 readings,Group 3d,74589.0,361273.0,42491.0,4842.0,482.0,427.0,11995.0,106.0,469.0,10.0,64.0,209.0,26.0,0.0,66.0,Group3d,kn-013,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-014,mean of 4 readings,Group 3d,71900.667642723,342955.07267062453,50642.42829497457,6876.983470510378,446.8628257274155,434.1294242524906,11533.120086672992,105.28888501116928,451.0970150213348,11.596783551202666,61.49219775549784,204.4808655826112,25.66006563722941,53.83656445174815,62.6010023521177,Group3d,kn-014,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-019,mean of 3 readings,Group 3d,72791.0,357879.0,49068.0,5265.0,498.0,340.0,12587.0,101.0,481.0,11.0,66.0,215.0,25.0,0.0,65.0,Group3d,kn-019,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-021,mean of 3 readings,Group 3d,76602.0,371685.0,46589.0,4720.0,497.0,310.0,12279.0,99.0,490.0,11.0,70.0,214.0,27.0,0.0,67.0,Group3d,kn-021,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-028,mean of 3 readings,Group 3d,72613.0,350610.0,58092.0,5199.0,444.0,350.0,11466.0,94.0,466.0,10.0,63.0,210.0,24.0,0.0,68.0,Group3d,kn-028,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-034,mean of 3 readings,Group 3d,74424.0,363186.0,43898.0,4774.0,465.0,484.0,11800.0,102.0,476.0,12.0,63.0,212.0,26.0,184.0,66.0,Group3d,kn-034,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-053,,Group 3d,76469.0,346173.0,41070.0,5028.0,450.0,478.0,12181.0,98.0,453.0,11.0,,198.0,27.0,0.0,63.0,Group3d,kn-053,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-059,,Group 3d,77677.0,354441.0,39230.0,5109.0,507.0,484.0,12415.0,113.0,456.0,12.0,,204.0,28.0,63.0,68.0,Group3d,kn-059,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-065,,Group 3d,74848.0,344144.0,39143.0,6117.0,461.0,537.0,12543.0,108.0,454.0,14.0,,200.0,29.0,0.0,66.0,Group3d,kn-065,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-088,,Group 3d,77571.0,352870.0,41683.0,5405.0,457.0,402.0,12943.0,95.0,485.0,12.0,,208.0,29.0,0.0,69.0,Group3d,kn-088,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-092,,Group 3d,81328.0,365287.0,40299.0,5216.0,538.0,361.0,12748.0,103.0,472.0,10.0,,204.0,29.0,0.0,64.0,Group3d,kn-092,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-101,mean of 2 readings,Group 3d,79132.0,355451.0,39245.0,5197.0,470.0,532.0,12578.0,114.0,460.0,13.0,,203.0,28.0,119.0,65.0,Group3d,kn-101,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-107,,Group 3d,78233.0,355743.0,39843.0,5269.0,495.0,457.0,12291.0,112.0,454.0,12.0,,201.0,29.0,0.0,67.0,Group3d,kn-107,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-110,,Group 3d,80465.0,358650.0,43237.0,5988.0,532.0,376.0,13618.0,120.0,500.0,13.0,,216.0,31.0,0.0,72.0,Group3d,kn-110,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-117,mean of 2 readings,Group 3d,81844.0,372407.0,46032.0,5701.0,547.0,399.0,14524.0,123.0,523.0,14.0,,220.0,33.0,0.0,74.0,Group3d,kn-117,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-118,mean of 2 readings,Group 3d,87072.0,385771.0,47348.0,5756.0,556.0,398.0,14324.0,117.0,518.0,14.0,,223.0,33.0,0.0,77.0,Group3d,kn-118,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-119,,Group 3d,75447.0,347445.0,39559.0,5191.0,464.0,435.0,12836.0,110.0,476.0,12.0,,206.0,29.0,0.0,67.0,Group3d,kn-119,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-150,,Group 3d,79202.0,354350.0,37985.0,5123.0,479.0,395.0,12120.0,106.0,440.0,12.0,,198.0,28.0,0.0,61.0,Group3d,kn-150,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-174,,Group 3d,82522.0,367887.0,40988.0,5192.0,503.0,475.0,12810.0,108.0,491.0,14.0,,219.0,31.0,0.0,68.0,Group3d,kn-174,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-182,,Group 3d,74225.0,345075.0,38931.0,4990.0,493.0,447.0,12672.0,99.0,456.0,11.0,,205.0,27.0,0.0,60.0,Group3d,kn-182,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-203,,Group 3d,76713.0,351447.0,38211.0,5758.0,466.0,459.0,12474.0,102.0,464.0,11.0,,200.0,28.0,0.0,60.0,Group3d,kn-203,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-204,,Group 3d,79942.0,359204.0,38849.0,5695.0,445.0,529.0,12314.0,115.0,456.0,10.0,,203.0,28.0,167.0,67.0,Group3d,kn-204,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-206,,Group 3d,73985.0,345319.0,38683.0,5639.0,488.0,432.0,12529.0,88.0,459.0,10.0,,202.0,29.0,0.0,56.0,Group3d,kn-206,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-207,,Group 3d,77425.0,351714.0,38683.0,5634.0,464.0,451.0,12264.0,106.0,452.0,12.0,,201.0,30.0,0.0,64.0,Group3d,kn-207,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-208,,Group 3d,77259.0,352691.0,40351.0,5528.0,502.0,272.0,12869.0,109.0,469.0,12.0,,206.0,29.0,0.0,65.0,Group3d,kn-208,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-209,,Group 3d,80142.0,359766.0,39690.0,5822.0,507.0,513.0,12611.0,111.0,459.0,11.0,,212.0,29.0,79.0,70.0,Group3d,kn-209,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-229,,Group 3d,70805.0,326483.0,49726.0,5652.0,480.0,498.0,11722.0,104.0,450.0,10.0,,198.0,28.0,161.0,69.0,Group3d,kn-229,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-231,,Group 3d,70394.0,330877.0,39163.0,4963.0,498.0,272.0,12329.0,102.0,454.0,12.0,,200.0,28.0,0.0,64.0,Group3d,kn-231,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-235,,Group 3d,68008.0,319898.0,37371.0,5028.0,437.0,485.0,12609.0,104.0,446.0,12.0,,200.0,27.0,97.0,63.0,Group3d,kn-235,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-236,,Group 3d,74101.0,343340.0,42788.0,5448.0,493.0,421.0,12727.0,105.0,466.0,12.0,,202.0,29.0,0.0,71.0,Group3d,kn-236,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-245,,Group 3d,72225.0,338676.0,37645.0,5142.0,498.0,407.0,12253.0,106.0,458.0,12.0,,199.0,27.0,0.0,66.0,Group3d,kn-245,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-246,,Group 3d,73064.0,346073.0,38447.0,5349.0,482.0,376.0,12583.0,107.0,469.0,12.0,,206.0,28.0,0.0,69.0,Group3d,kn-246,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-276,,Group 3d,73918.0,341246.0,38910.0,5123.0,482.0,398.0,12285.0,100.0,450.0,11.0,,202.0,28.0,0.0,66.0,Group3d,kn-276,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-279,,Group 3d,73352.0,339460.0,38169.0,5110.0,516.0,485.0,12434.0,114.0,455.0,12.0,,203.0,29.0,114.0,73.0,Group3d,kn-279,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-280,mean of 3 readings,Group 3d,70189.0,343704.0,36888.0,8655.0,647.0,479.0,12886.0,107.0,448.0,14.0,,200.0,29.0,111.0,65.0,Group3d,kn-280,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-281,,Group 3d,74762.0,342869.0,39707.0,6224.0,493.0,457.0,12948.0,98.0,472.0,10.0,,203.0,27.0,0.0,60.0,Group3d,kn-281,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-282,,Group 3d,62217.0,355677.0,34434.0,6905.0,556.0,518.0,12908.0,105.0,457.0,13.0,,202.0,27.0,70.0,64.0,Group3d,kn-282,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-283,,Group 3d,67079.0,348830.0,34696.0,10118.0,480.0,388.0,12303.0,101.0,484.0,11.0,,201.0,28.0,0.0,64.0,Group3d,kn-283,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-287,,Group 3d,70551.0,328919.0,34326.0,20296.0,605.0,388.0,13065.0,113.0,465.0,13.0,,204.0,28.0,0.0,70.0,Group3d,kn-287,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-292,,Group 3d,71296.0,332930.0,38244.0,7802.0,560.0,416.0,12397.0,103.0,436.0,12.0,,197.0,26.0,0.0,63.0,Group3d,kn-292,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-295,,Group 3d,73247.0,341823.0,39275.0,5001.0,493.0,404.0,12344.0,104.0,455.0,11.0,,202.0,29.0,0.0,70.0,Group3d,kn-295,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-297,,Group 3d,74314.0,342342.0,38367.0,5077.0,489.0,441.0,11987.0,97.0,444.0,12.0,,198.0,30.0,81.0,63.0,Group3d,kn-297,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-298,,Group 3d,75708.0,347827.0,39111.0,4971.0,457.0,410.0,12518.0,107.0,458.0,12.0,,207.0,30.0,0.0,65.0,Group3d,kn-298,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-299,,Group 3d,72398.0,337413.0,39911.0,5186.0,482.0,536.0,12719.0,112.0,460.0,10.0,,202.0,30.0,141.0,69.0,Group3d,kn-299,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-305,,Group 3d,73182.0,337780.0,38471.0,5137.0,474.0,549.0,12431.0,101.0,445.0,13.0,,198.0,27.0,134.0,56.0,Group3d,kn-305,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-306,,Group 3d,74764.0,347379.0,39888.0,5255.0,481.0,468.0,12415.0,116.0,452.0,11.0,,200.0,25.0,153.0,71.0,Group3d,kn-306,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-307,,Group 3d,75311.0,345836.0,39332.0,5152.0,487.0,483.0,12642.0,107.0,460.0,12.0,,207.0,28.0,127.0,65.0,Group3d,kn-307,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-308,,Group 3d,76133.0,349637.0,40321.0,5194.0,475.0,451.0,12551.0,106.0,465.0,11.0,,202.0,29.0,0.0,69.0,Group3d,kn-308,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-309,,Group 3d,75395.0,345826.0,39826.0,5161.0,488.0,501.0,12546.0,117.0,456.0,14.0,,205.0,29.0,102.0,61.0,Group3d,kn-309,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-311,,Group 3d,77651.0,353704.0,38215.0,5180.0,469.0,510.0,12379.0,108.0,468.0,11.0,,207.0,27.0,78.0,69.0,Group3d,kn-311,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-312,,Group 3d,76827.0,349252.0,40300.0,5057.0,493.0,465.0,12534.0,108.0,463.0,11.0,,207.0,27.0,0.0,69.0,Group3d,kn-312,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-314,,Group 3d,76033.0,347842.0,39184.0,5134.0,467.0,545.0,12074.0,105.0,449.0,12.0,,203.0,29.0,109.0,59.0,Group3d,kn-314,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-315,,Group 3d,75680.0,346657.0,38382.0,4973.0,483.0,484.0,12411.0,108.0,449.0,11.0,,195.0,30.0,126.0,57.0,Group3d,kn-315,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-319,,Group 3d,75595.0,345048.0,39482.0,5243.0,528.0,510.0,12734.0,119.0,459.0,11.0,,204.0,27.0,93.0,65.0,Group3d,kn-319,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-320,,Group 3d,71135.0,327724.0,35628.0,5526.0,530.0,406.0,11907.0,105.0,427.0,11.0,,190.0,25.0,83.0,52.0,Group3d,kn-320,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-322,,Group 3d,77313.0,355563.0,39710.0,5187.0,476.0,437.0,12356.0,104.0,459.0,11.0,,210.0,30.0,0.0,62.0,Group3d,kn-322,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-323,,Group 3d,78542.0,354138.0,38287.0,5021.0,481.0,541.0,11947.0,99.0,457.0,11.0,,203.0,28.0,77.0,62.0,Group3d,kn-323,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-324,,Group 3d,71941.0,334048.0,36659.0,5015.0,469.0,470.0,11715.0,102.0,438.0,11.0,,192.0,27.0,77.0,62.0,Group3d,kn-324,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-325,,Group 3d,77329.0,350007.0,40064.0,5173.0,498.0,546.0,12782.0,111.0,466.0,15.0,,210.0,27.0,148.0,70.0,Group3d,kn-325,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-327,,Group 3d,74494.0,342836.0,36967.0,5073.0,466.0,469.0,11655.0,98.0,436.0,12.0,,192.0,28.0,88.0,62.0,Group3d,kn-327,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-328,,Group 3d,76057.0,350020.0,38719.0,5157.0,480.0,432.0,12408.0,105.0,463.0,10.0,,204.0,29.0,0.0,69.0,Group3d,kn-328,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-329,,Group 3d,73309.0,339074.0,37586.0,4969.0,476.0,552.0,11782.0,97.0,435.0,12.0,,192.0,29.0,108.0,57.0,Group3d,kn-329,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-330,,Group 3d,79008.0,357910.0,41322.0,5302.0,474.0,457.0,13175.0,114.0,489.0,12.0,,209.0,31.0,0.0,72.0,Group3d,kn-330,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-331,,Group 3d,79913.0,361887.0,41347.0,5679.0,505.0,406.0,12936.0,109.0,475.0,12.0,,213.0,29.0,0.0,70.0,Group3d,kn-331,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-332,,Group 3d,75943.0,346433.0,40268.0,5222.0,458.0,427.0,12547.0,107.0,465.0,10.0,,205.0,29.0,0.0,71.0,Group3d,kn-332,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-333,,Group 3d,72909.0,343513.0,40281.0,5643.0,458.0,401.0,12569.0,103.0,463.0,12.0,,203.0,30.0,0.0,65.0,Group3d,kn-333,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-334,,Group 3d,81170.0,364725.0,41812.0,5408.0,511.0,402.0,12867.0,102.0,474.0,13.0,,213.0,29.0,0.0,67.0,Group3d,kn-334,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-335,mean of 2 readings,Group 3d,74169.0,339551.0,39353.0,4963.0,461.0,524.0,12348.0,115.0,457.0,11.0,,198.0,27.0,157.0,65.0,Group3d,kn-335,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-336,,Group 3d,74955.0,341957.0,38650.0,5155.0,447.0,526.0,12251.0,106.0,451.0,14.0,,198.0,29.0,87.0,62.0,Group3d,kn-336,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-337,,Group 3d,73462.0,341862.0,38143.0,4876.0,473.0,492.0,12038.0,105.0,441.0,11.0,,194.0,27.0,0.0,67.0,Group3d,kn-337,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-338,,Group 3d,75177.0,344823.0,39190.0,5103.0,477.0,442.0,12239.0,107.0,454.0,9.0,,201.0,29.0,0.0,70.0,Group3d,kn-338,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-339,,Group 3d,76433.0,352197.0,38996.0,4943.0,494.0,492.0,12412.0,106.0,459.0,12.0,,202.0,28.0,0.0,71.0,Group3d,kn-339,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-340,,Group 3d,72580.0,339157.0,39641.0,5814.0,470.0,441.0,12133.0,103.0,457.0,13.0,,201.0,29.0,0.0,60.0,Group3d,kn-340,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-341,,Group 3d,78367.0,355903.0,41155.0,5165.0,506.0,441.0,12751.0,106.0,479.0,11.0,,211.0,28.0,0.0,70.0,Group3d,kn-341,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-342,,Group 3d,75610.0,344145.0,39058.0,4972.0,497.0,395.0,12432.0,107.0,458.0,10.0,,202.0,28.0,0.0,69.0,Group3d,kn-342,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-343,,Group 3d,71812.0,332477.0,37433.0,5992.0,471.0,410.0,12228.0,101.0,438.0,11.0,,195.0,28.0,0.0,64.0,Group3d,kn-343,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-344,,Group 3d,75902.0,351676.0,40716.0,5360.0,481.0,416.0,12794.0,112.0,470.0,12.0,,202.0,29.0,0.0,66.0,Group3d,kn-344,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
