source_raw,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,TiO2,Co,Rb,Sr,Y,Zr,Nb,Cs,Ba,Hf,Ta,W,Pb,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Yb,Lu,source,sample_id,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference
Nenezi Dag,13.61,1.21,0.07,0.15,1.17,3.98,3.85,0.13,0.73,160,94.1,19.9,144.0,20.7,6.18,565.0,4.21,1.81,3.53,28.2,26.4,7.29,38.6,65.9,6.36,19.5,3.12,0.65,3.21,0.45,2.71,0.6,1.88,2.19,0.37,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.63,1.04,0.07,0.15,1.14,3.89,4.0,0.13,0.75,162,95.3,20.5,147.0,20.8,6.26,571.0,4.22,1.78,3.46,27.3,26.1,7.11,39.3,66.3,6.42,19.9,3.18,0.65,3.21,0.45,2.78,0.6,1.88,2.22,0.37,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.77,1.14,0.07,0.15,1.16,4.43,4.22,0.13,0.74,166,97.0,20.6,149.0,21.5,6.58,580.0,4.29,1.85,3.64,27.8,25.9,7.14,40.1,67.7,6.55,19.7,3.22,0.63,3.11,0.44,2.79,0.61,1.92,2.2,0.37,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.86,1.08,0.07,0.15,1.22,4.37,3.99,0.13,0.79,165,97.0,20.3,149.0,21.6,6.6,584.0,4.26,1.87,3.73,28.5,26.8,7.39,39.7,68.1,6.5,19.6,3.2,0.62,2.96,0.45,2.79,0.61,1.91,2.21,0.37,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.78,1.04,0.07,0.14,1.15,4.4,3.49,0.12,0.72,164,95.9,20.4,147.0,21.5,6.2,580.0,4.18,1.84,3.71,27.5,26.1,7.29,39.7,67.5,6.47,19.3,3.21,0.62,2.99,0.45,2.8,0.6,1.87,2.21,0.36,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.34,1.07,0.07,0.16,1.16,4.4,3.86,0.13,0.65,162,93.5,20.3,147.0,21.3,6.68,564.0,4.13,1.85,3.24,26.9,26.4,7.14,39.3,65.7,6.37,19.4,3.1,0.53,2.97,0.44,2.7,0.59,1.85,2.15,0.35,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,12.95,1.08,0.07,0.16,1.24,4.48,3.92,0.14,0.61,167,95.8,20.5,149.0,21.6,6.95,582.0,4.13,1.81,3.19,27.7,26.5,7.2,40.0,67.3,6.5,19.2,3.13,0.53,2.99,0.44,2.69,0.59,1.85,2.17,0.35,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.15,1.09,0.07,0.16,1.25,4.44,3.93,0.13,0.67,155,90.5,19.4,140.0,20.3,6.29,556.0,4.17,1.82,3.28,28.4,26.5,7.2,38.8,65.7,6.33,19.3,3.13,0.53,2.99,0.44,2.75,0.6,1.87,2.21,0.35,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,12.77,1.09,0.07,0.16,1.23,4.48,3.83,0.14,0.67,161,92.6,19.9,143.0,20.5,6.42,565.0,4.17,1.8,3.17,27.9,25.9,7.2,39.0,66.1,6.37,19.2,3.13,0.53,3.05,0.44,2.76,0.6,1.9,2.2,0.36,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.65,1.09,0.07,0.16,1.2,4.44,3.8,0.13,0.62,155,90.2,19.4,139.0,19.8,6.3,555.0,4.18,1.8,3.14,27.9,26.2,7.18,38.4,64.8,6.29,19.2,3.12,0.53,3.11,0.44,2.76,0.6,1.89,2.2,0.36,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.45,1.1,0.07,0.16,1.2,4.45,4.01,0.13,0.59,160,91.5,19.7,141.0,20.3,6.64,558.0,4.21,1.77,3.18,27.8,25.8,7.17,38.6,65.4,6.31,19.2,3.11,0.54,3.08,0.44,2.7,0.59,1.87,2.15,0.36,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.53,1.02,0.07,0.15,1.18,4.4,3.94,0.13,0.65,158,91.3,19.7,141.0,20.2,6.57,553.0,4.2,1.79,3.19,27.8,25.8,7.11,38.4,64.9,6.29,19.3,3.1,0.52,3.08,0.43,2.73,0.59,1.86,2.18,0.35,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.29,1.12,0.07,0.16,1.2,4.41,3.98,0.13,0.64,156,90.3,19.4,139.0,19.8,6.57,553.0,4.22,1.78,3.2,27.4,25.9,7.12,38.6,65.1,6.28,19.8,3.09,0.52,3.07,0.43,2.71,0.58,1.86,2.18,0.35,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,14.05,1.06,0.07,0.15,1.2,4.34,4.0,0.13,0.68,168,97.0,20.6,149.0,21.6,6.81,586.0,4.2,1.84,3.32,28.1,25.9,7.38,40.2,68.1,6.52,19.7,3.2,0.55,3.21,0.45,2.76,0.6,1.88,2.21,0.36,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.56,1.13,0.07,0.16,1.17,4.36,4.01,0.13,0.66,166,95.7,20.5,147.0,21.0,6.76,579.0,4.26,1.82,3.28,28.1,25.9,7.36,39.8,67.7,6.52,19.8,3.18,0.55,3.16,0.45,2.75,0.6,1.89,2.21,0.35,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,14.09,1.2,0.07,0.17,1.13,4.24,3.28,0.13,0.65,176,99.9,20.8,150.0,21.8,7.03,590.0,4.01,1.82,3.4,27.0,25.8,7.16,40.5,69.1,6.56,19.6,3.14,0.56,2.81,0.44,2.66,0.59,1.86,2.19,0.34,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.84,1.05,0.07,0.16,1.13,4.51,3.84,0.14,0.63,162,94.4,20.3,147.0,20.6,6.34,568.0,4.19,1.81,3.32,27.2,24.9,6.97,39.7,66.5,6.44,19.3,3.22,0.57,2.75,0.45,2.75,0.61,1.9,2.24,0.35,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.71,1.17,0.08,0.17,1.16,4.56,4.28,0.14,0.6,162,94.5,20.3,145.0,20.6,6.31,560.0,4.2,1.75,3.2,27.2,25.3,7.06,38.7,65.5,6.31,19.4,3.1,0.57,2.81,0.45,2.71,0.6,1.85,2.2,0.35,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.76,1.17,0.07,0.16,1.12,4.37,3.76,0.14,0.65,164,96.0,20.3,147.0,21.0,6.37,570.0,4.06,1.78,3.26,27.5,25.2,7.1,39.2,66.4,6.37,19.9,3.13,0.56,2.79,0.45,2.7,0.6,1.84,2.15,0.34,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Nenezi Dag,13.6,1.1,0.07,0.16,1.16,4.39,3.83,0.13,0.71,170,99.7,21.1,152.0,21.5,6.54,579.0,4.18,1.79,3.26,27.2,24.9,6.92,39.9,68.2,6.58,7.35,3.17,0.57,2.82,0.45,2.77,0.62,1.88,2.2,0.35,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
Acıgol West,,,,,,,,,,167,1.47,19.9,47.1,20.9,,2.96,2.04,1.5,,27.6,13.5,6.09,7.83,16.5,2.04,,2.0,0.022,2.14,0.41,2.86,0.62,1.86,2.2,0.35,AciGolWest,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,Carter et al. 2006,2006,ICP-MS/ICP-AES,1,mixed (oxide wt% + ppm),True
