sample_id,Ba,Ti,Mn,Fe,Co,Ni,Cu,Zn,Ga,Pb,Th,Rb,Sr,Y,Zr,Nb,Museum ID,Site,"Date of
Analysis",Cortex,Length,Width,Thick,Source,source,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference
JMA14 NM304 ,621,499,552,10164,4,6,7,34,16,22,12,119,100,20,108,11,8523,Agrilia ,2014-08-07 00:00:00,0,7.19,1.02,0.2,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM305 ,800,291,452,8678,4,6,7,37,15,24,12,108,93,19,97,10,8524,Agrilia ,2014-08-07 00:00:00,0,7.74,1.26,0.31,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM306 ,747,342,416,9951,4,6,7,37,16,26,12,110,107,17,108,10,8526,Agrilia ,2014-08-07 00:00:00,0,5.58,0.81,0.29,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM307 ,701,447,454,10478,4,6,7,51,16,27,14,126,106,16,112,10,8527/36 ,Agrilia ,2014-08-07 00:00:00,0,7.64,0.85,0.23,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM308 ,781,224,642,10005,4,7,8,60,18,23,9,113,99,17,103,9,8528,Agrilia ,2014-08-07 00:00:00,0,4.89,1.12,0.25,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM309 ,729,394,535,10689,5,7,9,54,18,22,10,123,103,15,102,9,8529,Agrilia ,2014-08-07 00:00:00,0,4.57,0.6,0.26,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM310 ,720,346,482,10683,5,6,7,38,15,25,10,126,110,17,107,9,8530,Agrilia ,2014-08-07 00:00:00,0,4.65,1.2,0.31,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM311 ,751,294,513,10055,4,6,7,37,15,21,10,122,101,18,111,9,8531,Agrilia ,2014-08-07 00:00:00,0,5.5,0.94,0.28,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM312 ,676,450,499,10054,4,6,7,43,15,23,10,121,101,17,108,8,8532/38 ,Agrilia ,2014-08-07 00:00:00,0,6.49,1.04,0.23,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM313 ,784,244,445,11103,5,7,8,51,15,18,9,121,104,18,99,8,8533,Agrilia ,2014-08-07 00:00:00,0,4.17,0.76,0.21,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM314 ,835,335,593,10164,5,6,7,38,15,20,8,123,106,16,108,10,8534,Agrilia ,2014-08-07 00:00:00,0,3.7,0.85,0.19,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM315 ,618,487,444,9944,4,6,8,42,15,26,12,120,103,17,109,10,8535,Agrilia ,2014-08-07 00:00:00,0,3.5,0.86,0.26,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM316 ,684,358,555,11343,5,7,9,64,18,23,11,137,111,16,108,9,8537,Agrilia ,2014-08-07 00:00:00,0,3.46,0.8,0.19,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM317 ,726,497,503,12768,5,6,8,45,16,25,9,113,122,18,117,10,8539,Agrilia ,2014-08-07 00:00:00,0,2.7,0.91,0.21,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM318 ,684,422,379,10333,4,6,8,46,18,22,10,122,101,17,110,8,8540,Agrilia ,2014-08-07 00:00:00,0,5.84,1.1,0.28,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM319 ,475,636,452,9110,5,7,9,55,16,25,14,126,57,16,87,13,?6 ,Agrilia ,2014-08-07 00:00:00,0,0.78,0.78,0.78,Giali,Giali,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM320 ,602,411,488,9438,4,6,7,37,15,25,12,117,96,17,106,10,5379,Agrilia ,2014-08-07 00:00:00,0,10.56,1.58,0.32,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM321 ,693,488,586,9971,4,6,7,35,15,25,12,120,97,18,105,8,5380,Agrilia ,2014-08-07 00:00:00,0,8.51,1,0.37,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM322 ,737,375,578,10006,4,6,7,40,18,23,12,122,101,18,106,9,5381,Agrilia ,2014-08-07 00:00:00,0,8.45,1.13,0.28,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM323 ,664,436,522,9710,4,7,7,51,16,25,11,115,101,19,110,9,8250/8254 ,Agrilia ,2014-08-07 00:00:00,0,9.72,1.24,0.33,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM324 ,699,374,486,10100,4,6,8,29,15,22,9,125,101,14,108,11,8251/8260 ,Agrilia ,2014-08-07 00:00:00,0,7.11,0.99,0.17,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM325 ,724,472,527,10043,4,6,7,43,15,26,9,116,110,18,109,9,8252/8256 ,Agrilia ,2014-08-07 00:00:00,0,8.23,1.14,0.25,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM326 ,804,319,639,9821,4,6,7,37,15,22,11,123,96,20,106,10,8253/8249 ,Agrilia ,2014-08-07 00:00:00,0,9.52,1.17,0.19,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM327 ,704,335,427,9576,4,7,8,52,18,20,12,127,100,14,103,8,8255/8248 ,Agrilia ,2014-08-07 00:00:00,0,10.32,1.23,0.28,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM328 ,706,439,394,9616,4,7,7,50,17,23,9,124,103,17,104,8,8257/8258 ,Agrilia ,2014-08-07 00:00:00,0,7.48,1.19,0.22,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM329 ,771,274,478,11213,5,7,8,52,17,25,10,129,107,15,104,9,8259/8247 ,Agrilia ,2014-08-07 00:00:00,0,9.3,1.27,0.16,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM330 ,695,398,479,10166,4,6,7,30,15,23,11,123,107,16,102,9,8416,Agrilia ,2014-08-07 00:00:00,0,7.21,0.83,0.21,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM331 ,707,482,451,10885,5,6,7,44,16,26,13,129,102,16,103,8,8417,Agrilia ,2014-08-07 00:00:00,0,6.5,0.73,0.11,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM332 ,685,428,513,10173,4,7,7,48,15,23,11,121,108,16,112,9,"8418/8425/
8426 ",Agrilia ,2014-08-07 00:00:00,0,8.85,0.93,0.23,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM333 ,682,388,636,10355,4,6,7,24,15,21,9,132,113,19,109,8,8420/8419 ,Agrilia ,2014-08-07 00:00:00,0,9.32,1.06,0.25,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM334 ,687,409,468,10310,4,6,8,42,16,22,11,119,102,17,107,10,8421/8422 ,Agrilia ,2014-08-07 00:00:00,0,7.32,0.79,0.26,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM335 ,717,567,412,14208,5,6,7,43,15,22,11,118,119,20,117,9,8423,Agrilia ,2014-08-07 00:00:00,0,3.65,0.73,0.22,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM336 ,344,456,529,7205,3,6,6,46,16,32,16,190,17,20,83,18,8424,Agrilia ,2014-08-07 00:00:00,0,3.39,1.23,0.36,Gollu Dag,GolluDag,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM337 ,731,410,599,9612,4,6,8,42,16,20,10,126,106,19,112,10,8415,Agrilia ,2014-08-07 00:00:00,0,9.94,1.04,0.24,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM338 ,692,412,351,9241,4,6,7,27,14,25,11,119,101,18,103,10,8378,Agrilia ,2014-08-07 00:00:00,0,6.76,1.19,0.32,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM339 ,741,328,407,10550,4,6,7,34,16,25,12,123,112,16,105,10,8379,Agrilia ,2014-08-07 00:00:00,0,4.72,0.81,0.24,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM340 ,677,425,535,9864,4,6,7,37,15,24,8,121,99,19,118,10,8380,Agrilia ,2014-08-07 00:00:00,0,3.13,0.11,0.29,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM341 ,637,520,620,9471,3,6,7,30,15,22,8,113,93,16,104,9,5392,Agrilia ,2014-08-07 00:00:00,0,8.19,1.48,0.38,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM342 ,674,390,446,9720,4,6,7,42,16,23,10,120,102,18,111,8,8388,Agrilia ,2014-08-07 00:00:00,0,4.04,1.45,0.33,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM343 ,761,269,373,9640,4,6,7,33,16,25,12,118,105,16,105,9,8390/89 ,Agrilia ,2014-08-07 00:00:00,0,7.39,1.53,0.43,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM344 ,723,376,431,10216,4,6,6,42,15,24,11,120,100,17,108,10,8391,Agrilia ,2014-08-07 00:00:00,0,2.6,1.07,0.27,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM345 ,776,254,528,9601,4,6,7,23,15,20,11,125,102,20,104,9,5393,Agrilia ,2014-08-07 00:00:00,0,7.45,1.28,0.27,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM346 ,737,432,490,10751,5,6,8,34,15,22,9,114,114,20,105,8,5394,Agrilia ,2014-08-07 00:00:00,0,6.28,0.7,0.21,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM347 ,687,482,760,11851,6,7,9,66,18,27,15,130,119,19,115,9,5395,Agrilia ,2014-08-07 00:00:00,0,5.22,0.96,0.16,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM348 ,666,499,499,10318,4,6,7,34,15,22,13,126,107,21,110,10,10369,Tsikniadhes ,2014-08-08 00:00:00,- ,- ,- ,- ,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM349 ,764,383,501,10591,5,6,8,36,15,24,10,118,103,15,105,8,10370α ,Tsikniadhes ,2014-08-08 00:00:00,0,5.41,0.86,0.25,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM350 ,846,275,310,10419,6,7,10,69,17,26,6,103,91,17,85,6,10370β ,Tsikniadhes ,2014-08-08 00:00:00,0,1.58,0.53,0.18,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM351 ,555,743,482,10080,5,6,11,45,17,23,11,112,94,14,88,8,10371α ,Tsikniadhes ,2014-08-08 00:00:00,- ,- ,- ,- ,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM352 ,708,473,637,10569,5,7,9,53,18,22,11,121,104,13,100,8,10371β ,Tsikniadhes ,2014-08-08 00:00:00,0,1.27,1.12,0.33,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM353 ,567,699,553,9859,4,6,7,37,15,26,10,124,103,18,111,9,10372,Tsikniadhes ,2014-08-08 00:00:00,0,3.52,2.02,0.73,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM354 ,598,629,529,9341,4,6,8,34,16,26,12,116,100,17,103,11,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,3.66,1.87,0.71,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM355 ,724,469,465,9801,4,6,8,28,15,21,14,120,103,16,108,10,10108α ,Tsikniadhes ,2014-08-08 00:00:00,0,3.43,1.99,0.31,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM356 ,658,517,414,9547,4,6,8,48,16,27,10,109,99,20,105,8,10108β ,Tsikniadhes ,2014-08-08 00:00:00,30,2.21,1.54,0.87,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM357 ,715,438,480,9702,4,6,8,29,15,22,10,123,96,17,98,9,10108γ ,Tsikniadhes ,2014-08-08 00:00:00,0,3.24,1.43,0.28,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM358 ,708,417,511,9651,4,7,6,49,16,27,11,115,102,19,106,10,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,3.69,1.67,0.42,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM359 ,714,428,688,11750,5,7,8,50,16,25,8,131,113,15,103,9,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,1.79,0.8,0.21,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM360 ,731,641,553,11417,4,6,7,37,15,23,11,107,111,16,110,8,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.87,1.68,0.61,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM361 ,699,471,427,10699,5,6,8,31,15,25,14,117,112,20,108,9,10409,Tsikniadhes ,2014-08-08 00:00:00,50,2.18,1.49,0.57,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM362 ,686,572,386,12026,5,6,7,42,15,23,9,108,111,18,113,7,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,5,3.38,2.61,0.49,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM363 ,706,693,463,12097,5,6,8,45,16,24,10,104,118,17,111,7,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.48,2.12,0.64,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM364 ,717,458,507,9786,4,7,7,54,16,24,14,121,107,20,106,9,10399,Tsikniadhes ,2014-08-08 00:00:00,20,3.53,2.78,0.94,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM365 ,670,551,605,9976,4,6,7,51,16,28,14,116,103,18,105,11,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,3.06,1.74,1.13,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM366 ,645,521,500,10344,4,6,7,45,16,23,11,131,108,18,103,7,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,2,0.87,0.21,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM367 ,686,366,604,10214,4,6,7,45,16,22,9,123,104,22,109,8,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.61,1.04,0.26,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM368 ,703,640,484,12794,5,6,7,48,16,25,10,109,117,20,120,12,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,20,3.32,2.51,0.81,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM369 ,706,334,425,9661,5,6,7,30,14,21,12,115,99,18,103,9,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,3.72,0.99,0.3,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM370 ,753,381,413,12705,5,6,9,30,15,23,9,115,116,17,114,9,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,45,2.72,1.15,0.26,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM371 ,666,582,565,12664,5,6,8,27,14,23,8,103,119,17,116,9,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,15,2.65,1.03,0.73,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM372 ,752,375,412,9761,4,6,7,37,15,23,11,114,100,17,108,8,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,5.87,1.03,0.47,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM373 ,750,536,575,13220,5,6,8,52,17,21,9,120,126,17,114,9,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.12,1.26,0.31,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM374 ,757,301,537,10346,4,6,7,45,16,26,10,117,107,20,107,9,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,1.07,1.4,0.44,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM375 ,624,527,513,9699,4,7,8,52,17,24,11,121,105,15,110,9,Tomh 1 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.87,1.27,0.4,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM376 ,791,601,626,11982,5,6,8,52,16,25,11,105,129,20,116,9,Tomh 2B β ,Tsikniadhes ,2014-08-08 00:00:00,25,2.24,3.63,0.55,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM377 ,665,628,501,12764,5,6,8,31,15,25,12,112,111,17,112,9,Tomh 2 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.03,1.79,0.35,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM378 ,620,495,545,10043,4,6,7,40,15,27,12,114,106,19,114,10,Tomh 2B ,Tsikniadhes ,2014-08-08 00:00:00,30,3.11,1.96,0.6,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM379 ,731,357,451,9842,5,7,7,44,15,22,8,127,106,15,111,9,Tomh 2B β ,Tsikniadhes ,2014-08-08 00:00:00,0,1.9,1.02,0.27,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM380 ,665,426,512,9970,4,6,8,36,16,24,14,117,103,18,110,9,Tomh 2B α ,Tsikniadhes ,2014-08-08 00:00:00,0,2.32,1.24,0.38,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM381 ,696,458,346,10918,6,7,9,51,17,21,13,122,95,18,100,8,Tomh 2H ,Tsikniadhes ,2014-08-08 00:00:00,0,1.99,1.93,0.41,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM382 ,738,665,447,12032,5,6,7,41,15,23,12,108,110,17,121,9,Tomh 2H ,Tsikniadhes ,2014-08-08 00:00:00,0,0.61,0.87,0.13,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM383 ,654,611,633,9877,4,6,7,49,16,27,12,116,101,17,103,10,Tomh 2AB β ,Tsikniadhes ,2014-08-08 00:00:00,35,2.15,2.78,1.09,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM384 ,698,188,-135,1535,1,6,6,25,15,34,3,14,22,10,21,5,10400,Tsikniadhes ,2014-08-08 00:00:00,0,2.72,2.37,0.99,"Brown
Rhyolite",Brown Rhyolite,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM385 ,703,540,676,9539,4,6,7,50,16,28,13,109,98,19,107,9,10410,Tsikniadhes ,2014-08-08 00:00:00,10,3.65,4.68,0.7,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM386 ,626,455,540,8758,4,6,8,43,16,24,11,113,90,18,97,7,10401,Tsikniadhes ,2014-08-08 00:00:00,10,3.94,2.64,0.65,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM387 ,632,649,470,13071,5,7,7,59,16,26,12,109,113,19,117,9,10402,Tsikniadhes ,2014-08-08 00:00:00,25,3.72,1.96,0.62,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM388 ,707,548,545,9805,4,6,8,52,17,26,11,121,105,20,106,10,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,0,1.9,2.08,0.7,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM389 ,643,606,548,12710,5,6,8,33,15,24,9,111,128,19,123,9,10403,Tsikniadhes ,2014-08-08 00:00:00,0,4.6,2.47,0.44,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM390 ,611,623,609,9431,4,6,7,46,16,24,11,122,102,17,107,9,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,100,6.37,4.87,1.03,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM391 ,619,545,667,9350,4,7,7,45,16,25,11,118,98,16,106,10,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,- ,- ,- ,- ,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM392 ,628,477,612,9873,4,6,8,50,17,28,11,113,95,20,102,8,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,- ,- ,- ,- ,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM393 ,614,622,544,9515,4,6,7,33,15,24,11,114,104,19,110,10,10404,Tsikniadhes ,2014-08-08 00:00:00,0,3.6,1.92,0.61,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM394 ,700,416,463,12206,5,6,9,28,15,22,10,110,122,15,116,10,10405,Tsikniadhes ,2014-08-08 00:00:00,0,3.31,1.78,0.31,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM395 ,763,398,477,12207,5,7,8,56,16,21,8,102,109,15,106,9,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,20,2.55,1.42,0.46,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM396 ,649,484,572,9565,4,6,7,29,14,22,13,113,94,19,109,8,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,20,3.45,1.71,0.42,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM397 ,660,529,528,12603,5,6,8,54,17,26,12,113,114,20,119,8,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,20,3.12,1.56,0.66,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM398 ,644,563,466,11658,5,6,8,38,15,24,11,109,108,17,120,10,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,10,2.89,3.52,0.79,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM399 ,704,492,620,9355,4,6,8,39,16,26,10,115,96,20,108,10,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.61,2.38,0.42,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM400 ,664,528,568,9557,4,6,8,46,16,23,11,115,103,19,109,11,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.95,2.27,0.5,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM401 ,675,599,634,12123,5,6,7,41,15,24,11,108,114,17,122,9,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.31,1.5,0.45,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM402 ,724,329,596,11369,5,6,8,55,17,27,10,117,104,17,110,7,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,20,1.94,0.85,0.28,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM403 ,600,367,397,9468,4,6,7,37,15,24,12,114,99,20,110,9,Tomh 3 ,Tsikniadhes ,2014-08-08 00:00:00,5,3.58,2.57,0.4,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
