sample_id,Ba,Ti,Mn,Fe,Co,Ni,Cu,Zn,Ga,Pb,Th,Rb,Sr,Y,Zr,Nb,Museum ID,Site,"Date of
Analysis",Cortex,Length,Width,Thick,Source,source,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference
JMA14 NM95 ,735,496,506,10123,4,6,7,41,15,25,13,128,106,18,114,10,2012γ ,Akrotiri ,2014-08-05 00:00:00,0,3.57,1.1,0.28,Sta Nychia,Sta Nychia,Akrotiri ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM96 ,780,338,445,9633,4,6,7,36,15,24,11,110,99,17,106,8,2012δ ,Akrotiri ,2014-08-05 00:00:00,0,4.59,1.11,0.34,Sta Nychia,Sta Nychia,Akrotiri ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM97 ,790,546,425,11235,5,6,8,44,15,20,7,97,111,20,104,8,2013β ,Akrotiri ,2014-08-05 00:00:00,0,2.09,1.04,0.49,Dhemenegaki,Dhemenegaki,Akrotiri ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM98 ,757,334,443,9325,4,6,7,39,15,21,10,121,103,18,98,8,2013γ ,Akrotiri ,2014-08-05 00:00:00,0,1.23,1.07,0.33,Sta Nychia,Sta Nychia,Akrotiri ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM99 ,686,482,395,12535,5,6,8,37,16,21,11,116,125,16,113,7,2013δ ,Akrotiri ,2014-08-05 00:00:00,0,1.43,0.97,0.3,Dhemenegaki,Dhemenegaki,Akrotiri ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM101 ,732,594,399,11446,5,6,8,35,15,23,10,102,119,20,111,9,2014,Akrotiri ,2014-08-05 00:00:00,0,7.26,1.3,0.36,Dhemenegaki,Dhemenegaki,Akrotiri ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM102 ,633,508,547,10254,4,6,7,47,16,24,9,121,106,17,106,11,1954α ,Lakkoudhes ,2014-08-05 00:00:00,0,5.51,1.08,0.3,Sta Nychia,Sta Nychia,Lakkoudhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM103 ,705,572,433,12150,5,6,7,31,14,24,12,110,115,19,122,9,1954γ ,Lakkoudhes ,2014-08-05 00:00:00,0,4.27,1.16,0.3,Dhemenegaki,Dhemenegaki,Lakkoudhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM104 ,669,517,576,10106,4,6,7,31,15,25,13,121,103,20,106,11,1954β ,Lakkoudhes ,2014-08-05 00:00:00,0,4.85,1.18,0.32,Sta Nychia,Sta Nychia,Lakkoudhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM105 ,727,444,523,9927,4,6,7,44,15,24,10,118,106,17,106,12,5438,Lakkoudhes ,2014-08-05 00:00:00,30,5.09,1,0.33,Sta Nychia,Sta Nychia,Lakkoudhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM106 ,773,352,529,11896,5,6,8,37,16,22,10,130,106,16,105,10,5446,Lakkoudhes ,2014-08-05 00:00:00,0,1.89,0.88,0.15,Sta Nychia,Sta Nychia,Lakkoudhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM107 ,732,509,481,12277,5,6,7,42,15,20,10,107,130,17,112,10,5439,Lakkoudhes ,2014-08-05 00:00:00,0,2.6,2.92,0.69,Dhemenegaki,Dhemenegaki,Lakkoudhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM108 ,698,414,538,9827,4,6,8,30,17,22,12,121,105,19,113,11,1954δ ,Lakkoudhes ,2014-08-05 00:00:00,0,6.82,1.09,0.31,Sta Nychia,Sta Nychia,Lakkoudhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM109 ,693,293,370,9552,4,6,8,41,16,23,9,118,104,19,107,9,1954ε ,Lakkoudhes ,2014-08-05 00:00:00,0,5.39,1.03,0.24,Sta Nychia,Sta Nychia,Lakkoudhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM110 ,689,411,537,9803,4,6,7,42,16,25,9,119,97,16,111,10,1954στ ,Lakkoudhes ,2014-08-05 00:00:00,0,2.62,0.97,0.24,Sta Nychia,Sta Nychia,Lakkoudhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM111 ,721,506,546,12441,5,6,7,40,15,23,12,105,122,19,121,8,1954ζ ,Lakkoudhes ,2014-08-05 00:00:00,0,2.47,1.41,0.42,Dhemenegaki,Dhemenegaki,Lakkoudhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM112 ,755,529,538,12668,5,6,7,37,15,22,9,113,124,18,114,9,1954η ,Lakkoudhes ,2014-08-05 00:00:00,0,3.81,1.68,0.43,Dhemenegaki,Dhemenegaki,Lakkoudhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM113 ,733,392,511,10005,4,6,7,37,15,24,11,121,109,19,108,9,1954θ ,Lakkoudhes ,2014-08-05 00:00:00,0,1.77,1.16,0.27,Sta Nychia,Sta Nychia,Lakkoudhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM114 ,675,406,425,9503,3,6,7,37,16,26,11,116,100,16,104,11,1953α ,Lakkoudhes A ,2014-08-05 00:00:00,0,9.45,1.25,0.33,Sta Nychia,Sta Nychia,Lakkoudhes A ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM115 ,719,446,540,10104,4,6,8,36,16,24,9,123,107,17,102,10,1954β ,Lakkoudhes A ,2014-08-05 00:00:00,0,7.67,0.79,0.22,Sta Nychia,Sta Nychia,Lakkoudhes A ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM116 ,679,452,508,9615,4,6,7,37,15,25,12,113,98,19,110,10,2026α ,Avdheli ,2014-08-05 00:00:00,0,10.1,1.18,0.37,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM117 ,735,322,532,10273,4,6,8,39,15,21,11,129,103,16,111,8,2026β ,Avdheli ,2014-08-05 00:00:00,0,9.87,0.89,0.28,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM118 ,677,488,480,9529,4,6,7,40,15,23,9,110,101,17,101,9,2026ε ,Avdheli ,2014-08-05 00:00:00,0,8.69,1.12,0.24,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM119 ,618,395,510,9644,4,6,8,34,17,24,13,121,104,15,110,10,2026δ ,Avdheli ,2014-08-05 00:00:00,0,7.44,1.13,0.24,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM120 ,741,314,461,11006,4,6,7,47,16,24,9,130,105,16,104,6,2026γ ,Avdheli ,2014-08-05 00:00:00,0,4.2,0.65,0.22,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM121 ,737,488,604,9792,3,6,7,32,16,24,11,119,108,17,108,11,2027α ,Avdheli ,2014-08-05 00:00:00,0,8.9,1.16,0.28,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM122 ,700,388,368,9746,4,6,7,38,16,21,13,118,105,19,104,9,2027β ,Avdheli ,2014-08-05 00:00:00,0,6.33,0.98,0.26,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM123 ,701,439,562,9959,4,6,8,30,15,25,14,114,102,16,105,9,2028-1 ,Avdheli ,2014-08-05 00:00:00,0,2.66,0.92,0.27,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM124 ,740,189,374,10654,4,6,8,36,16,22,10,118,100,17,106,9,2028-2 ,Avdheli ,2014-08-05 00:00:00,0,1.75,0.82,0.17,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM125 ,682,380,483,10682,4,6,8,41,16,24,10,128,107,15,107,9,2028-3 ,Avdheli ,2014-08-05 00:00:00,0,1.24,0.74,0.19,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM126 ,637,481,419,9717,4,6,8,43,17,24,9,118,100,16,104,8,2028-4 ,Avdheli ,2014-08-05 00:00:00,0,2.56,1.09,0.25,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM127 ,746,223,528,9846,4,7,8,50,16,21,10,111,99,21,108,9,2028-5 ,Avdheli ,2014-08-05 00:00:00,0,1,0.9,0.2,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM128 ,694,368,444,10351,5,6,8,42,16,22,12,119,96,17,106,9,2028-6 ,Avdheli ,2014-08-05 00:00:00,0,1.04,0.84,0.21,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM129 ,681,438,506,10300,4,6,7,45,16,25,12,123,104,18,109,10,5443-1 ,Avdheli ,2014-08-05 00:00:00,0,2.91,0.8,0.23,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM130 ,708,485,307,9277,4,6,8,42,17,20,10,108,90,16,93,8,5443-2 ,Avdheli ,2014-08-05 00:00:00,0,0.85,0.8,0.23,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM131 ,588,632,455,11243,5,6,7,53,16,26,14,124,106,20,113,12,5444,Avdheli ,2014-08-05 00:00:00,30,1.99,1.91,0.98,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM132 ,713,508,416,10130,4,6,7,43,15,22,10,116,96,16,106,9,2029α ,Avdheli ,2014-08-05 00:00:00,0,4.26,1.17,0.34,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM133 ,671,466,643,11508,5,6,7,42,16,25,11,116,108,20,110,9,2029β ,Avdheli ,2014-08-05 00:00:00,0,4.02,1.22,0.32,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM134 ,791,217,468,10380,4,6,8,18,15,22,10,124,105,19,104,9,5440α ,Avdheli ,2014-08-05 00:00:00,0,6.75,0.9,0.24,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM135 ,697,386,450,9672,4,6,6,34,15,25,11,115,104,17,110,8,5440β ,Avdheli ,2014-08-05 00:00:00,0,3.48,1.13,0.21,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM136 ,758,376,499,9948,4,6,7,27,14,24,9,120,106,19,112,10,5441,Avdheli ,2014-08-05 00:00:00,0,4.28,0.94,0.21,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM137 ,658,462,426,9857,4,6,7,36,17,22,10,118,106,20,104,8,5441-2 ,Avdheli ,2014-08-05 00:00:00,0,4.25,1.13,0.26,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM138 ,705,331,424,10616,5,6,8,33,15,26,11,135,106,14,107,7,5441-3 ,Avdheli ,2014-08-05 00:00:00,0,4.18,0.74,0.16,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM139 ,675,387,367,9349,4,6,7,40,15,21,9,116,98,17,112,7,5441-4 ,Avdheli ,2014-08-05 00:00:00,0,2.68,0.92,0.25,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM140 ,742,374,507,9999,4,6,7,40,15,23,9,111,101,20,112,9,5442,Avdheli ,2014-08-05 00:00:00,0,3.54,1.26,0.39,Sta Nychia,Sta Nychia,Avdheli ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM141 ,774,353,471,10567,5,6,9,33,16,20,8,118,106,18,98,7,2025α ,Rhodinadhes ,2014-08-05 00:00:00,0,3.91,0.69,0.19,Sta Nychia,Sta Nychia,Rhodinadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM142 ,740,322,465,11414,5,7,9,60,18,24,7,131,103,16,109,8,2025β ,Rhodinadhes ,2014-08-05 00:00:00,0,1.49,0.54,0.13,Sta Nychia,Sta Nychia,Rhodinadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM143 ,749,401,480,9712,4,6,7,33,15,22,13,113,99,19,111,9,2025γ ,Rhodinadhes ,2014-08-05 00:00:00,20,1.42,2.9,0.61,Sta Nychia,Sta Nychia,Rhodinadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM145 ,680,370,518,9589,4,6,8,41,17,24,12,124,96,16,105,10,8473,Agrilia ,2014-08-06 00:00:00,0,6.65,1,0.23,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM146 ,660,372,442,9616,4,6,7,38,15,22,11,122,101,16,106,9,8474,Agrilia ,2014-08-06 00:00:00,0,5.19,0.88,0.26,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM147 ,648,400,295,10274,5,7,8,47,16,21,10,125,98,15,97,9,8475,Agrilia ,2014-08-06 00:00:00,0,3.64,0.94,0.2,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM148 ,852,306,555,12690,5,6,8,40,15,24,9,120,102,16,104,7,8476,Agrilia ,2014-08-06 00:00:00,0,2.64,0.93,0.21,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM149 ,755,352,329,11035,5,7,10,49,17,21,11,121,105,16,101,10,8477,Agrilia ,2014-08-06 00:00:00,0,3.93,0.66,0.14,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM150 ,704,360,437,10257,5,6,9,43,15,22,12,119,105,19,99,10,8478,Agrilia ,2014-08-06 00:00:00,0,4.38,0.87,0.15,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM151 ,671,343,487,10274,4,6,8,36,15,23,10,118,95,20,98,7,8479,Agrilia ,2014-08-06 00:00:00,0,2.6,0.62,0.16,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM152 ,639,492,484,9344,4,6,8,45,16,25,11,110,96,20,108,11,5383,Agrilia ,2014-08-06 00:00:00,0,9.89,1.64,0.38,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM153 ,629,500,628,10706,5,6,7,39,15,23,13,124,107,17,107,9,5384,Agrilia ,2014-08-06 00:00:00,0,9.21,1.24,0.28,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM154 ,651,366,429,9253,4,6,7,39,15,24,11,124,101,17,107,9,5385,Agrilia ,2014-08-06 00:00:00,0,8.65,1.23,0.3,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM155 ,675,335,427,9518,4,6,7,36,15,24,11,118,100,19,109,10,5386,Agrilia ,2014-08-06 00:00:00,0,8.26,1.33,0.31,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM156 ,661,449,466,9751,4,6,7,33,15,24,13,116,105,17,105,11,5387,Agrilia ,2014-08-06 00:00:00,0,8.57,1.22,0.34,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM157 ,676,361,456,9202,4,6,8,40,16,21,11,115,97,18,107,9,5388,Agrilia ,2014-08-06 00:00:00,0,7.21,1.08,0.33,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM158 ,646,401,472,9506,4,6,7,33,15,22,12,107,100,20,105,9,5389,Agrilia ,2014-08-06 00:00:00,0,7.71,1.31,0.42,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM159 ,677,455,337,9288,4,6,7,36,15,22,12,104,99,22,100,8,8343,Agrilia ,2014-08-06 00:00:00,0,8.08,1.63,0.47,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM160 ,669,396,427,9296,4,6,8,39,16,26,13,116,94,17,101,7,8344,Agrilia ,2014-08-06 00:00:00,0,7.08,1.59,0.31,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM161 ,687,352,603,9677,4,6,7,46,16,27,11,121,104,17,112,12,8343/8351 ,Agrilia ,2014-08-06 00:00:00,0,8.37,1.45,0.47,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM162 ,705,387,379,9131,4,6,7,30,16,23,14,114,99,18,105,10,8348/8346 ,Agrilia ,2014-08-06 00:00:00,0,8.9,1.47,0.35,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM163 ,639,352,514,10789,5,6,7,48,16,24,11,122,103,19,106,9,8349,Agrilia ,2014-08-06 00:00:00,0,3.28,0.78,0.17,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM164 ,630,463,527,9561,4,6,8,36,16,25,12,110,103,20,104,10,"8350/8347/
8352 ",Agrilia ,2014-08-06 00:00:00,0,8.59,1.58,0.45,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM165 ,766,340,486,9784,4,6,7,35,16,24,11,120,103,18,109,9,"8456/8359/
8360 ",Agrilia ,2014-08-06 00:00:00,0,9.96,1.19,0.26,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM166 ,716,322,394,9599,4,6,7,46,16,22,9,117,93,22,104,9,"8458/8361/?/
8357 ",Agrilia ,2014-08-06 00:00:00,0,9.79,1.1,0.24,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM167 ,670,454,600,9565,4,6,7,42,15,24,11,112,96,20,111,7,8466,Agrilia ,2014-08-06 00:00:00,0,7.03,1.31,0.29,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM168 ,662,575,485,12297,5,6,8,31,15,27,11,113,120,18,123,9,8467,Agrilia ,2014-08-06 00:00:00,0,6.11,1.02,0.36,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM169 ,656,549,466,9424,4,6,7,34,15,22,10,111,91,18,102,8,8468,Agrilia ,2014-08-06 00:00:00,0,5.16,1.24,0.34,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM170 ,702,601,598,12236,5,6,9,32,17,23,12,112,117,16,115,9,8469,Agrilia ,2014-08-06 00:00:00,0,5.16,1.07,0.25,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM171 ,685,366,398,11803,5,6,7,40,15,24,12,104,110,18,107,10,8470/71 ,Agrilia ,2014-08-06 00:00:00,0,6.34,1.17,0.33,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM172 ,651,469,508,9528,4,6,8,35,16,24,12,119,97,17,112,11,8472,Agrilia ,2014-08-06 00:00:00,20,2.18,1.53,0.57,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM173 ,705,384,532,10148,5,6,8,30,15,21,10,118,108,20,106,10,8492,Agrilia ,2014-08-06 00:00:00,0,5.85,1.08,0.19,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM174 ,684,496,445,10014,4,6,7,38,15,24,13,119,100,18,110,9,8494/8507 ,Agrilia ,2014-08-06 00:00:00,0,8.37,1.28,0.31,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM175 ,712,392,396,9594,4,6,7,42,16,22,12,121,98,16,107,8,8494/93 ,Agrilia ,2014-08-06 00:00:00,0,11.1,1.24,0.26,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM176 ,671,541,594,9759,4,6,6,27,14,25,10,120,103,17,110,9,8496/8500 ,Agrilia ,2014-08-06 00:00:00,20,8.53,1.83,0.46,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM177 ,683,473,459,9739,4,6,9,47,17,27,13,120,101,17,103,10,8497,Agrilia ,2014-08-06 00:00:00,0,4.26,1.12,0.24,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM178 ,723,308,480,10413,5,7,8,53,16,23,11,122,112,15,105,9,8506/8498 ,Agrilia ,2014-08-06 00:00:00,0,6.78,1.03,0.19,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM179 ,677,477,563,10033,4,6,7,27,15,23,14,117,101,18,107,9,8499,Agrilia ,2014-08-06 00:00:00,0,4.29,1.45,0.37,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM180 ,660,348,470,11314,4,6,7,35,15,24,12,125,101,17,113,9,8505,Agrilia ,2014-08-06 00:00:00,0,2.95,1.26,0.31,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM181 ,662,542,583,9781,4,6,7,29,14,20,8,118,107,16,109,10,8502-04-08 00:00:00,Agrilia ,2014-08-06 00:00:00,0,7.63,1.36,0.26,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM182 ,711,376,495,9996,4,7,7,48,16,25,9,127,105,14,103,9,8503,Agrilia ,2014-08-06 00:00:00,0,3.01,1.02,0.24,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM183 ,678,404,591,9418,4,6,7,33,15,24,11,125,99,15,102,11,8311/01/09/10 ,Agrilia ,2014-08-06 00:00:00,0,8.44,1.19,0.29,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM184 ,676,521,476,9853,4,7,7,51,16,25,11,124,110,15,113,10,8405,Agrilia ,2014-08-06 00:00:00,0,10.06,1.26,0.32,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM185 ,821,287,370,9620,4,6,7,40,15,25,12,119,108,16,104,9,8406,Agrilia ,2014-08-06 00:00:00,0,6.88,0.94,0.24,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM186 ,645,507,457,9933,4,6,7,39,15,23,11,120,103,17,107,8,8407,Agrilia ,2014-08-06 00:00:00,0,4.95,0.82,0.24,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM187 ,774,534,475,10781,5,7,7,59,16,25,11,134,113,14,105,9,8409/08 ,Agrilia ,2014-08-06 00:00:00,0,8.35,0.91,0.28,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM188 ,731,353,614,10936,5,6,8,38,15,25,11,130,110,17,114,10,8410,Agrilia ,2014-08-06 00:00:00,0,2.95,0.79,0.21,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM189 ,745,387,422,10660,4,7,8,48,16,24,11,114,103,19,107,8,8412,Agrilia ,2014-08-06 00:00:00,0,4.43,0.99,0.23,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM190 ,692,489,442,9195,4,6,7,39,15,26,11,114,99,21,108,9,8377,Agrilia ,2014-08-06 00:00:00,0,5.73,1.43,0.5,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM191 ,777,320,417,10022,4,6,7,45,16,26,12,111,104,20,111,8,8453,Agrilia ,2014-08-06 00:00:00,0,3.45,1.13,0.23,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM192 ,692,404,458,10042,4,7,7,45,16,24,12,124,100,16,108,9,8316,Agrilia ,2014-08-06 00:00:00,0,6.9,0.8,0.23,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM193 ,771,235,345,9759,4,6,7,42,16,23,10,114,99,18,95,8,8317,Agrilia ,2014-08-06 00:00:00,0,7.18,0.78,0.24,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM194 ,715,341,493,10524,4,6,7,37,16,23,9,122,110,17,110,9,8331/30 ,Agrilia ,2014-08-06 00:00:00,0,6.77,1.01,0.17,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM195 ,794,295,452,10879,4,6,7,25,14,24,13,124,103,15,107,9,8334/27 ,Agrilia ,2014-08-06 00:00:00,0,7.4,0.82,0.23,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM196 ,829,228,383,9802,4,6,9,36,17,20,12,108,99,20,103,8,8318,Agrilia ,2014-08-06 00:00:00,0,5.8,0.82,0.22,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM197 ,717,486,476,9940,4,6,7,32,16,24,11,126,98,15,111,9,8319,Agrilia ,2014-08-06 00:00:00,0,5.47,0.81,0.24,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM198 ,780,385,532,10511,4,6,8,48,16,22,8,121,108,18,99,7,8320/42 ,Agrilia ,2014-08-06 00:00:00,0,7.73,0.73,0.25,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM199 ,772,274,508,10361,4,6,7,31,15,23,12,126,102,19,105,9,8325,Agrilia ,2014-08-06 00:00:00,0,4.1,0.81,0.21,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
