Rb,Sr,Zr,Nb,Y,Ti,Ba,Th,La,Ce,source,sample_id,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference,Fe,Mn,Zn,Pb,Sm,Eu,Yb,Lu,Ga,ref_quality,heavy5_cover
160.0,94.1,144.0,20.7,19.9,,565.0,26.4,38.6,65.9,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,28.2,3.12,0.65,2.19,0.37,,strong,5
162.0,95.3,147.0,20.8,20.5,,571.0,26.1,39.3,66.3,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.3,3.18,0.65,2.22,0.37,,strong,5
166.0,97.0,149.0,21.5,20.6,,580.0,25.9,40.1,67.7,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.8,3.22,0.63,2.2,0.37,,strong,5
165.0,97.0,149.0,21.6,20.3,,584.0,26.8,39.7,68.1,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,28.5,3.2,0.62,2.21,0.37,,strong,5
164.0,95.9,147.0,21.5,20.4,,580.0,26.1,39.7,67.5,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.5,3.21,0.62,2.21,0.36,,strong,5
162.0,93.5,147.0,21.3,20.3,,564.0,26.4,39.3,65.7,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,26.9,3.1,0.53,2.15,0.35,,strong,5
167.0,95.8,149.0,21.6,20.5,,582.0,26.5,40.0,67.3,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.7,3.13,0.53,2.17,0.35,,strong,5
155.0,90.5,140.0,20.3,19.4,,556.0,26.5,38.8,65.7,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,28.4,3.13,0.53,2.21,0.35,,strong,5
161.0,92.6,143.0,20.5,19.9,,565.0,25.9,39.0,66.1,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.9,3.13,0.53,2.2,0.36,,strong,5
155.0,90.2,139.0,19.8,19.4,,555.0,26.2,38.4,64.8,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.9,3.12,0.53,2.2,0.36,,strong,5
160.0,91.5,141.0,20.3,19.7,,558.0,25.8,38.6,65.4,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.8,3.11,0.54,2.15,0.36,,strong,5
158.0,91.3,141.0,20.2,19.7,,553.0,25.8,38.4,64.9,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.8,3.1,0.52,2.18,0.35,,strong,5
156.0,90.3,139.0,19.8,19.4,,553.0,25.9,38.6,65.1,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.4,3.09,0.52,2.18,0.35,,strong,5
168.0,97.0,149.0,21.6,20.6,,586.0,25.9,40.2,68.1,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,28.1,3.2,0.55,2.21,0.36,,strong,5
166.0,95.7,147.0,21.0,20.5,,579.0,25.9,39.8,67.7,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,28.1,3.18,0.55,2.21,0.35,,strong,5
176.0,99.9,150.0,21.8,20.8,,590.0,25.8,40.5,69.1,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.0,3.14,0.56,2.19,0.34,,strong,5
162.0,94.4,147.0,20.6,20.3,,568.0,24.9,39.7,66.5,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.2,3.22,0.57,2.24,0.35,,strong,5
162.0,94.5,145.0,20.6,20.3,,560.0,25.3,38.7,65.5,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.2,3.1,0.57,2.2,0.35,,strong,5
164.0,96.0,147.0,21.0,20.3,,570.0,25.2,39.2,66.4,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.5,3.13,0.56,2.15,0.34,,strong,5
170.0,99.7,152.0,21.5,21.1,,579.0,24.9,39.9,68.2,ND,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.2,3.17,0.57,2.2,0.35,,strong,5
167.0,1.47,47.1,20.9,19.9,,2.96,13.5,7.83,16.5,AciGolWest,,,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",True,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,,,,27.6,2.0,0.022,2.2,0.35,,weak,5
180.0,12.0,72.5,,,,,,,,GolluDag,,,,True,Milic 2014,2014.0,pXRF,1.0,ppm,True,,,,,,,,,,strong,3
150.5,98.5,134.5,,,,,,,,ND,,,,True,Milic 2014,2014.0,pXRF,1.0,ppm,True,,,,,,,,,,strong,3
107.5,100.0,106.5,,,,,,,,Melos Adamas,,,,True,Milic 2014,2014.0,pXRF,1.0,ppm,True,,,,,,,,,,weak,3
97.0,109.5,114.5,,,,,,,,Melos Demenegaki,,,,True,Milic 2014,2014.0,pXRF,1.0,ppm,True,,,,,,,,,,weak,3
367.0,10.0,128.0,,,,,,,,Antiparos,,,,True,Milic 2014,2014.0,pXRF,1.0,ppm,True,,,,,,,,,,weak,3
121.0,63.0,95.5,,,,,,,,Giali,,,,True,Milic 2014,2014.0,pXRF,1.0,ppm,True,,,,,,,,,,weak,3
163.5,70.5,68.0,,,,,,,,Carpathian 1,,,,True,Milic 2014,2014.0,pXRF,1.0,ppm,True,,,,,,,,,,weak,3
174.5,73.5,129.0,,,,,,,,Carpathian 2,,,,True,Milic 2014,2014.0,pXRF,1.0,ppm,True,,,,,,,,,,weak,3
107.0,97.0,109.0,12.0,19.0,696.0,562.0,11.0,,,Sta Nychia,JMA14 NM1 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10002.0,609.0,45.0,23.0,,,,,16.0,strong,5
115.0,99.0,101.0,8.0,17.0,361.0,741.0,10.0,,,Sta Nychia,JMA14 NM2 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10144.0,422.0,39.0,24.0,,,,,15.0,strong,5
110.0,98.0,99.0,10.0,18.0,453.0,688.0,10.0,,,Sta Nychia,JMA14 NM3 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,8992.0,493.0,23.0,24.0,,,,,14.0,strong,5
117.0,98.0,105.0,11.0,16.0,460.0,644.0,11.0,,,Sta Nychia,JMA14 NM4 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10162.0,457.0,40.0,21.0,,,,,15.0,strong,5
119.0,92.0,106.0,9.0,16.0,396.0,653.0,11.0,,,Sta Nychia,JMA14 NM5 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9634.0,674.0,50.0,24.0,,,,,16.0,strong,5
102.0,123.0,112.0,8.0,18.0,645.0,687.0,9.0,,,Dhemenegaki,JMA14 NM6 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,11856.0,538.0,45.0,25.0,,,,,16.0,strong,5
112.0,122.0,123.0,8.0,19.0,796.0,679.0,13.0,,,Dhemenegaki,JMA14 NM7 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,13172.0,513.0,34.0,24.0,,,,,15.0,strong,5
126.0,101.0,103.0,8.0,19.0,766.0,614.0,8.0,,,Sta Nychia,JMA14 NM8 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,11616.0,635.0,29.0,23.0,,,,,16.0,strong,5
116.0,118.0,110.0,9.0,13.0,1173.0,772.0,7.0,,,Dhemenegaki,JMA14 NM9 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,15724.0,471.0,44.0,27.0,,,,,16.0,strong,5
114.0,93.0,102.0,8.0,17.0,427.0,673.0,10.0,,,Sta Nychia,JMA14 NM10 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9345.0,510.0,36.0,22.0,,,,,15.0,strong,5
117.0,99.0,101.0,10.0,15.0,352.0,690.0,11.0,,,Sta Nychia,JMA14 NM11 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10154.0,450.0,51.0,23.0,,,,,17.0,strong,5
124.0,99.0,103.0,10.0,18.0,501.0,602.0,12.0,,,Sta Nychia,JMA14 NM12 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9519.0,704.0,54.0,27.0,,,,,16.0,strong,5
115.0,110.0,107.0,12.0,19.0,598.0,627.0,11.0,,,Sta Nychia,JMA14 NM13 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9615.0,569.0,33.0,26.0,,,,,15.0,strong,5
120.0,100.0,112.0,8.0,19.0,550.0,617.0,13.0,,,Sta Nychia,JMA14 NM14 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9700.0,538.0,38.0,21.0,,,,,15.0,strong,5
109.0,116.0,109.0,8.0,15.0,521.0,687.0,9.0,,,Dhemenegaki,JMA14 NM15 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,13752.0,556.0,41.0,23.0,,,,,16.0,strong,5
111.0,101.0,105.0,9.0,18.0,488.0,650.0,11.0,,,Sta Nychia,JMA14 NM16 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9989.0,498.0,44.0,25.0,,,,,16.0,strong,5
117.0,99.0,98.0,8.0,18.0,384.0,712.0,10.0,,,Sta Nychia,JMA14 NM17 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9634.0,394.0,36.0,23.0,,,,,17.0,strong,5
120.0,103.0,107.0,9.0,17.0,384.0,683.0,15.0,,,Sta Nychia,JMA14 NM18 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10887.0,625.0,39.0,26.0,,,,,15.0,strong,5
115.0,98.0,100.0,7.0,20.0,1398.0,892.0,11.0,,,Sta Nychia,JMA14 NM19 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,12522.0,571.0,68.0,20.0,,,,,18.0,strong,5
131.0,110.0,106.0,8.0,17.0,356.0,738.0,9.0,,,Sta Nychia,JMA14 NM20 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,11234.0,623.0,36.0,21.0,,,,,16.0,strong,5
118.0,95.0,105.0,9.0,17.0,556.0,647.0,12.0,,,Sta Nychia,JMA14 NM21 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9639.0,539.0,37.0,27.0,,,,,15.0,strong,5
115.0,98.0,104.0,9.0,17.0,437.0,672.0,11.0,,,Sta Nychia,JMA14 NM22 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9817.0,523.0,46.0,23.0,,,,,16.0,strong,5
111.0,100.0,109.0,9.0,19.0,601.0,660.0,10.0,,,Sta Nychia,JMA14 NM23 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9357.0,367.0,46.0,23.0,,,,,16.0,strong,5
109.0,97.0,107.0,11.0,18.0,306.0,751.0,12.0,,,Sta Nychia,JMA14 NM24 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9289.0,289.0,32.0,23.0,,,,,15.0,strong,5
116.0,93.0,102.0,8.0,16.0,534.0,707.0,9.0,,,Sta Nychia,JMA14 NM25 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9853.0,582.0,44.0,20.0,,,,,16.0,strong,5
116.0,97.0,106.0,10.0,22.0,1222.0,760.0,11.0,,,Sta Nychia,JMA14 NM26 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10006.0,624.0,49.0,24.0,,,,,17.0,strong,5
119.0,104.0,104.0,10.0,17.0,850.0,663.0,10.0,,,Sta Nychia,JMA14 NM27 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10198.0,441.0,42.0,23.0,,,,,18.0,strong,5
130.0,113.0,112.0,11.0,16.0,327.0,628.0,10.0,,,Sta Nychia,JMA14 NM28 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10588.0,622.0,31.0,24.0,,,,,15.0,strong,5
119.0,102.0,110.0,10.0,19.0,440.0,670.0,11.0,,,Sta Nychia,JMA14 NM29 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10204.0,571.0,42.0,24.0,,,,,15.0,strong,5
115.0,101.0,98.0,9.0,16.0,383.0,786.0,10.0,,,Sta Nychia,JMA14 NM30 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9368.0,395.0,29.0,23.0,,,,,15.0,strong,5
116.0,103.0,103.0,9.0,16.0,461.0,752.0,12.0,,,Sta Nychia,JMA14 NM31 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9962.0,351.0,23.0,23.0,,,,,16.0,strong,5
122.0,104.0,99.0,10.0,15.0,567.0,673.0,11.0,,,Sta Nychia,JMA14 NM32 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10508.0,435.0,26.0,23.0,,,,,15.0,strong,5
121.0,109.0,105.0,8.0,18.0,379.0,752.0,10.0,,,Sta Nychia,JMA14 NM33 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10891.0,491.0,55.0,25.0,,,,,17.0,strong,5
121.0,110.0,108.0,10.0,17.0,407.0,675.0,10.0,,,Sta Nychia,JMA14 NM34 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10209.0,444.0,31.0,21.0,,,,,15.0,strong,5
120.0,106.0,110.0,9.0,18.0,400.0,629.0,13.0,,,Sta Nychia,JMA14 NM35 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9562.0,480.0,43.0,26.0,,,,,16.0,strong,5
130.0,106.0,112.0,9.0,19.0,469.0,708.0,11.0,,,Sta Nychia,JMA14 NM36 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,11121.0,401.0,37.0,23.0,,,,,16.0,strong,5
118.0,101.0,110.0,7.0,19.0,396.0,668.0,9.0,,,Sta Nychia,JMA14 NM37 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9797.0,436.0,33.0,23.0,,,,,15.0,strong,5
130.0,108.0,111.0,10.0,19.0,502.0,675.0,8.0,,,Sta Nychia,JMA14 NM38 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,11167.0,445.0,39.0,25.0,,,,,16.0,strong,5
117.0,105.0,111.0,10.0,20.0,559.0,637.0,15.0,,,Sta Nychia,JMA14 NM39 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10103.0,514.0,40.0,25.0,,,,,15.0,strong,5
95.0,112.0,112.0,9.0,21.0,784.0,689.0,11.0,,,Dhemenegaki,JMA14 NM40 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,11914.0,535.0,47.0,20.0,,,,,15.0,strong,5
122.0,102.0,98.0,8.0,17.0,463.0,704.0,9.0,,,Sta Nychia,JMA14 NM41 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9716.0,371.0,61.0,24.0,,,,,19.0,strong,5
121.0,104.0,106.0,8.0,19.0,277.0,733.0,8.0,,,Sta Nychia,JMA14 NM42 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9835.0,548.0,43.0,20.0,,,,,16.0,strong,5
120.0,101.0,114.0,9.0,17.0,498.0,683.0,11.0,,,Sta Nychia,JMA14 NM43 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10142.0,521.0,29.0,22.0,,,,,15.0,strong,5
101.0,90.0,94.0,10.0,20.0,1065.0,731.0,8.0,,,Sta Nychia,JMA14 NM44 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,8214.0,559.0,39.0,20.0,,,,,16.0,strong,5
127.0,102.0,95.0,9.0,19.0,406.0,704.0,10.0,,,Sta Nychia,JMA14 NM45 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,11267.0,348.0,53.0,25.0,,,,,17.0,strong,5
112.0,94.0,98.0,7.0,17.0,739.0,634.0,11.0,,,Sta Nychia,JMA14 NM46 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9747.0,451.0,25.0,18.0,,,,,15.0,strong,5
126.0,115.0,114.0,9.0,20.0,393.0,687.0,11.0,,,Sta Nychia,JMA14 NM47 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,11698.0,648.0,51.0,24.0,,,,,16.0,strong,5
138.0,102.0,109.0,9.0,17.0,557.0,620.0,13.0,,,Sta Nychia,JMA14 NM48 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,11255.0,616.0,54.0,24.0,,,,,17.0,strong,5
111.0,111.0,113.0,7.0,18.0,604.0,690.0,11.0,,,Dhemenegaki,JMA14 NM49 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,11570.0,546.0,47.0,23.0,,,,,15.0,strong,5
113.0,94.0,97.0,9.0,16.0,370.0,698.0,11.0,,,Sta Nychia,JMA14 NM50 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9427.0,401.0,43.0,27.0,,,,,16.0,strong,5
118.0,108.0,105.0,8.0,18.0,363.0,787.0,11.0,,,Sta Nychia,JMA14 NM51 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10187.0,483.0,39.0,23.0,,,,,15.0,strong,5
104.0,123.0,105.0,7.0,19.0,740.0,719.0,12.0,,,Dhemenegaki,JMA14 NM52 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,12267.0,579.0,45.0,22.0,,,,,16.0,strong,5
118.0,121.0,115.0,10.0,16.0,654.0,676.0,8.0,,,Dhemenegaki,JMA14 NM53 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,12670.0,611.0,56.0,26.0,,,,,17.0,strong,5
112.0,93.0,97.0,9.0,21.0,615.0,692.0,12.0,,,Sta Nychia,JMA14 NM54 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10176.0,498.0,51.0,21.0,,,,,16.0,strong,5
112.0,118.0,111.0,9.0,16.0,582.0,660.0,10.0,,,Dhemenegaki,JMA14 NM55 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,13175.0,649.0,51.0,22.0,,,,,18.0,strong,5
110.0,120.0,115.0,9.0,18.0,548.0,701.0,9.0,,,Dhemenegaki,JMA14 NM56 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,12042.0,459.0,45.0,26.0,,,,,16.0,strong,5
123.0,102.0,110.0,9.0,20.0,325.0,801.0,8.0,,,Sta Nychia,JMA14 NM57 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9874.0,627.0,33.0,22.0,,,,,16.0,strong,5
114.0,94.0,97.0,9.0,19.0,610.0,622.0,10.0,,,Sta Nychia,JMA14 NM58 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,8862.0,498.0,51.0,25.0,,,,,16.0,strong,5
112.0,103.0,107.0,10.0,19.0,618.0,620.0,12.0,,,Sta Nychia,JMA14 NM59 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9524.0,531.0,41.0,25.0,,,,,16.0,strong,5
119.0,104.0,107.0,10.0,20.0,485.0,681.0,14.0,,,Sta Nychia,JMA14 NM60 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10024.0,378.0,35.0,21.0,,,,,15.0,strong,5
120.0,103.0,112.0,8.0,20.0,556.0,634.0,11.0,,,Sta Nychia,JMA14 NM61 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10409.0,493.0,40.0,22.0,,,,,15.0,strong,5
123.0,105.0,101.0,8.0,18.0,438.0,703.0,10.0,,,Sta Nychia,JMA14 NM62 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10157.0,540.0,41.0,24.0,,,,,15.0,strong,5
124.0,106.0,112.0,10.0,19.0,444.0,681.0,9.0,,,Sta Nychia,JMA14 NM63 ,Tsikniadhes ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9924.0,480.0,40.0,20.0,,,,,16.0,strong,5
124.0,109.0,112.0,9.0,15.0,397.0,669.0,13.0,,,Sta Nychia,JMA14 NM64 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10695.0,490.0,53.0,23.0,,,,,16.0,strong,5
125.0,108.0,112.0,10.0,23.0,413.0,685.0,9.0,,,Sta Nychia,JMA14 NM65 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10867.0,587.0,44.0,23.0,,,,,16.0,strong,5
123.0,105.0,102.0,8.0,18.0,389.0,826.0,8.0,,,Sta Nychia,JMA14 NM66 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10087.0,516.0,31.0,25.0,,,,,16.0,strong,5
117.0,92.0,102.0,8.0,16.0,345.0,699.0,11.0,,,Sta Nychia,JMA14 NM67 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9568.0,515.0,47.0,24.0,,,,,15.0,strong,5
114.0,104.0,103.0,9.0,18.0,630.0,652.0,9.0,,,Sta Nychia,JMA14 NM72 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9402.0,412.0,31.0,23.0,,,,,15.0,strong,5
113.0,100.0,106.0,9.0,18.0,286.0,847.0,12.0,,,Sta Nychia,JMA14 NM68 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,13773.0,509.0,40.0,24.0,,,,,15.0,strong,5
110.0,106.0,110.0,9.0,18.0,453.0,762.0,10.0,,,Sta Nychia,JMA14 NM69 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9468.0,409.0,36.0,27.0,,,,,16.0,strong,5
115.0,121.0,116.0,10.0,19.0,518.0,682.0,9.0,,,Dhemenegaki,JMA14 NM70 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,12391.0,536.0,42.0,23.0,,,,,15.0,strong,5
126.0,112.0,113.0,7.0,18.0,313.0,790.0,12.0,,,Sta Nychia,JMA14 NM71 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,11336.0,623.0,48.0,23.0,,,,,15.0,strong,5
119.0,101.0,111.0,10.0,16.0,399.0,697.0,12.0,,,Sta Nychia,JMA14 NM73 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10170.0,485.0,47.0,24.0,,,,,16.0,strong,5
123.0,108.0,105.0,9.0,16.0,440.0,684.0,10.0,,,Sta Nychia,JMA14 NM74 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10100.0,572.0,37.0,21.0,,,,,15.0,strong,5
121.0,100.0,109.0,8.0,15.0,610.0,610.0,14.0,,,Sta Nychia,JMA14 NM75 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9503.0,520.0,41.0,25.0,,,,,16.0,strong,5
121.0,106.0,112.0,9.0,17.0,473.0,711.0,13.0,,,Sta Nychia,JMA14 NM76 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,10349.0,479.0,44.0,25.0,,,,,16.0,strong,5
112.0,107.0,102.0,8.0,19.0,492.0,601.0,13.0,,,Sta Nychia,JMA14 NM77 ,Ayioi Anargyroi ,,True,Morgan 2015,2015.0,pXRF,1.0,ppm,True,9847.0,420.0,39.0,24.0,,,,,15.0,strong,5
