Rb,Sr,Zr,Nb,Y,Ti,Ba,Th,La,Ce,source,sample_id,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference,Fe,Mn,Zn,Pb,Sm,Eu,Yb,Lu,Ga,ref_quality,heavy5_cover
460.0,10.0,202.0,30.0,,482.0,141.0,,,,Group3d,kn-299,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12719.0,536.0,112.0,69.0,,,,,,strong,4
445.0,13.0,198.0,27.0,,474.0,134.0,,,,Group3d,kn-305,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12431.0,549.0,101.0,56.0,,,,,,strong,4
452.0,11.0,200.0,25.0,,481.0,153.0,,,,Group3d,kn-306,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12415.0,468.0,116.0,71.0,,,,,,strong,4
460.0,12.0,207.0,28.0,,487.0,127.0,,,,Group3d,kn-307,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12642.0,483.0,107.0,65.0,,,,,,strong,4
465.0,11.0,202.0,29.0,,475.0,0.0,,,,Group3d,kn-308,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12551.0,451.0,106.0,69.0,,,,,,strong,4
456.0,14.0,205.0,29.0,,488.0,102.0,,,,Group3d,kn-309,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12546.0,501.0,117.0,61.0,,,,,,strong,4
468.0,11.0,207.0,27.0,,469.0,78.0,,,,Group3d,kn-311,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12379.0,510.0,108.0,69.0,,,,,,strong,4
463.0,11.0,207.0,27.0,,493.0,0.0,,,,Group3d,kn-312,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12534.0,465.0,108.0,69.0,,,,,,strong,4
449.0,12.0,203.0,29.0,,467.0,109.0,,,,Group3d,kn-314,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12074.0,545.0,105.0,59.0,,,,,,strong,4
449.0,11.0,195.0,30.0,,483.0,126.0,,,,Group3d,kn-315,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12411.0,484.0,108.0,57.0,,,,,,strong,4
459.0,11.0,204.0,27.0,,528.0,93.0,,,,Group3d,kn-319,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12734.0,510.0,119.0,65.0,,,,,,strong,4
427.0,11.0,190.0,25.0,,530.0,83.0,,,,Group3d,kn-320,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11907.0,406.0,105.0,52.0,,,,,,strong,4
459.0,11.0,210.0,30.0,,476.0,0.0,,,,Group3d,kn-322,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12356.0,437.0,104.0,62.0,,,,,,strong,4
457.0,11.0,203.0,28.0,,481.0,77.0,,,,Group3d,kn-323,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11947.0,541.0,99.0,62.0,,,,,,strong,4
438.0,11.0,192.0,27.0,,469.0,77.0,,,,Group3d,kn-324,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11715.0,470.0,102.0,62.0,,,,,,strong,4
466.0,15.0,210.0,27.0,,498.0,148.0,,,,Group3d,kn-325,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12782.0,546.0,111.0,70.0,,,,,,strong,4
436.0,12.0,192.0,28.0,,466.0,88.0,,,,Group3d,kn-327,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11655.0,469.0,98.0,62.0,,,,,,strong,4
463.0,10.0,204.0,29.0,,480.0,0.0,,,,Group3d,kn-328,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12408.0,432.0,105.0,69.0,,,,,,strong,4
435.0,12.0,192.0,29.0,,476.0,108.0,,,,Group3d,kn-329,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11782.0,552.0,97.0,57.0,,,,,,strong,4
489.0,12.0,209.0,31.0,,474.0,0.0,,,,Group3d,kn-330,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,13175.0,457.0,114.0,72.0,,,,,,strong,4
475.0,12.0,213.0,29.0,,505.0,0.0,,,,Group3d,kn-331,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12936.0,406.0,109.0,70.0,,,,,,strong,4
465.0,10.0,205.0,29.0,,458.0,0.0,,,,Group3d,kn-332,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12547.0,427.0,107.0,71.0,,,,,,strong,4
463.0,12.0,203.0,30.0,,458.0,0.0,,,,Group3d,kn-333,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12569.0,401.0,103.0,65.0,,,,,,strong,4
474.0,13.0,213.0,29.0,,511.0,0.0,,,,Group3d,kn-334,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12867.0,402.0,102.0,67.0,,,,,,strong,4
457.0,11.0,198.0,27.0,,461.0,157.0,,,,Group3d,kn-335,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12348.0,524.0,115.0,65.0,,,,,,strong,4
451.0,14.0,198.0,29.0,,447.0,87.0,,,,Group3d,kn-336,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12251.0,526.0,106.0,62.0,,,,,,strong,4
441.0,11.0,194.0,27.0,,473.0,0.0,,,,Group3d,kn-337,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12038.0,492.0,105.0,67.0,,,,,,strong,4
454.0,9.0,201.0,29.0,,477.0,0.0,,,,Group3d,kn-338,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12239.0,442.0,107.0,70.0,,,,,,strong,4
459.0,12.0,202.0,28.0,,494.0,0.0,,,,Group3d,kn-339,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12412.0,492.0,106.0,71.0,,,,,,strong,4
457.0,13.0,201.0,29.0,,470.0,0.0,,,,Group3d,kn-340,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12133.0,441.0,103.0,60.0,,,,,,strong,4
479.0,11.0,211.0,28.0,,506.0,0.0,,,,Group3d,kn-341,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12751.0,441.0,106.0,70.0,,,,,,strong,4
458.0,10.0,202.0,28.0,,497.0,0.0,,,,Group3d,kn-342,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12432.0,395.0,107.0,69.0,,,,,,strong,4
438.0,11.0,195.0,28.0,,471.0,0.0,,,,Group3d,kn-343,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12228.0,410.0,101.0,64.0,,,,,,strong,4
470.0,12.0,202.0,29.0,,481.0,0.0,,,,Group3d,kn-344,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12794.0,416.0,112.0,66.0,,,,,,strong,4
466.0,10.0,204.0,29.0,,494.0,68.0,,,,Group3d,kn-346,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12188.0,516.0,112.0,65.0,,,,,,strong,4
461.0,10.0,199.0,29.0,,462.0,92.0,,,,Group3d,kn-347,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12215.0,454.0,115.0,70.0,,,,,,strong,4
467.0,13.0,205.0,27.0,,505.0,0.0,,,,Group3d,kn-349,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12772.0,272.0,107.0,65.0,,,,,,strong,4
449.0,12.0,200.0,28.0,,458.0,0.0,,,,Group3d,kn-350,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12062.0,492.0,97.0,62.0,,,,,,strong,4
486.0,12.0,216.0,31.0,,467.0,0.0,,,,Group3d,kn-351,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,13152.0,428.0,121.0,74.0,,,,,,strong,4
457.0,12.0,202.0,27.0,,464.0,89.0,,,,Group3d,kn-352,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12394.0,521.0,122.0,65.0,,,,,,strong,4
460.0,13.0,200.0,29.0,,430.0,187.0,,,,Group3d,kn-353,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12149.0,523.0,111.0,63.0,,,,,,strong,4
456.0,12.0,201.0,31.0,,465.0,0.0,,,,Group3d,kn-354,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12319.0,526.0,100.0,69.0,,,,,,strong,4
453.0,13.0,203.0,29.0,,449.0,106.0,,,,Group3d,kn-355,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12184.0,505.0,114.0,66.0,,,,,,strong,4
454.0,11.0,201.0,27.0,,501.0,0.0,,,,Group3d,kn-357,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12257.0,501.0,108.0,67.0,,,,,,strong,4
456.0,11.0,203.0,29.0,,474.0,0.0,,,,Group3d,kn-358,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12277.0,404.0,116.0,64.0,,,,,,strong,4
443.0,12.0,200.0,29.0,,451.0,88.0,,,,Group3d,kn-359,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12114.0,492.0,106.0,66.0,,,,,,strong,4
454.0,11.0,197.0,28.0,,482.0,73.0,,,,Group3d,kn-361,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12200.0,446.0,104.0,58.0,,,,,,strong,4
452.0,11.0,202.0,28.0,,462.0,0.0,,,,Group3d,kn-365,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12375.0,490.0,104.0,69.0,,,,,,strong,4
455.0,11.0,203.0,26.0,,469.0,0.0,,,,Group3d,kn-366,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12298.0,442.0,104.0,70.0,,,,,,strong,4
470.0,10.0,206.0,29.0,,469.0,0.0,,,,Group3d,kn-367,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12585.0,391.0,108.0,71.0,,,,,,strong,4
468.0,12.0,205.0,29.0,,485.0,0.0,,,,Group3d,kn-368,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12863.0,505.0,113.0,69.0,,,,,,strong,4
427.0,10.0,193.0,28.0,,451.0,129.0,,,,Group3d,kn-369,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11241.0,537.0,99.0,62.0,,,,,,strong,4
448.0,10.0,198.0,28.0,,458.0,105.0,,,,Group3d,kn-370,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11942.0,504.0,106.0,66.0,,,,,,strong,4
493.0,13.0,216.0,31.0,,512.0,0.0,,,,Group3d,kn-371,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,13322.0,408.0,116.0,63.0,,,,,,strong,4
448.0,11.0,194.0,27.0,,474.0,89.0,,,,Group3d,kn-373,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11825.0,444.0,100.0,65.0,,,,,,strong,4
449.0,12.0,202.0,27.0,,490.0,0.0,,,,Group3d,kn-375,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12254.0,426.0,103.0,68.0,,,,,,strong,4
513.0,14.0,226.0,33.0,,526.0,0.0,,,,Group3d,kn-376,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,13393.0,425.0,116.0,74.0,,,,,,strong,4
459.0,12.0,205.0,29.0,,478.0,88.0,,,,Group3d,kn-377,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12502.0,502.0,112.0,60.0,,,,,,strong,4
465.0,11.0,205.0,27.0,,476.0,0.0,,,,Group3d,kn-378,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12377.0,450.0,105.0,68.0,,,,,,strong,4
449.0,12.0,195.0,27.0,,478.0,0.0,,,,Group3d,kn-381,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12045.0,513.0,95.0,67.0,,,,,,strong,4
466.0,12.0,209.0,30.0,,480.0,0.0,,,,Group3d,kn-382,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12991.0,491.0,122.0,71.0,,,,,,strong,4
485.0,10.0,207.0,31.0,,497.0,0.0,,,,Group3d,kn-385,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,13375.0,430.0,116.0,70.0,,,,,,strong,4
453.0,12.0,202.0,30.0,,483.0,69.0,,,,Group3d,kn-389,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12417.0,496.0,111.0,66.0,,,,,,strong,4
449.0,12.0,198.0,28.0,,505.0,105.0,,,,Group3d,kn-396,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12112.0,477.0,108.0,68.0,,,,,,strong,4
447.0,12.0,199.0,30.0,,465.0,152.0,,,,Group3d,kn-397,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12201.0,520.0,109.0,61.0,,,,,,strong,4
446.0,12.0,197.0,26.0,,477.0,171.0,,,,Group3d,kn-398,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12272.0,489.0,117.0,68.0,,,,,,strong,4
463.0,12.0,211.0,27.0,,493.0,70.0,,,,Group3d,kn-400,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12511.0,491.0,113.0,69.0,,,,,,strong,4
437.0,11.0,197.0,29.0,,470.0,87.0,,,,Group3d,kn-403,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11956.0,442.0,95.0,62.0,,,,,,strong,4
456.0,11.0,202.0,30.0,,547.0,0.0,,,,Group3d,kn-404,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12928.0,435.0,115.0,58.0,,,,,,strong,4
457.0,12.0,206.0,28.0,,462.0,0.0,,,,Group3d,kn-405,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12259.0,400.0,106.0,64.0,,,,,,strong,4
449.0,11.0,200.0,28.0,,471.0,134.0,,,,Group3d,kn-406,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12030.0,445.0,105.0,71.0,,,,,,strong,4
452.0,12.0,205.0,28.0,,447.0,0.0,,,,Group3d,kn-407,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11929.0,414.0,100.0,67.0,,,,,,strong,4
467.0,11.0,213.0,29.0,,447.0,87.0,,,,Group3d,kn-408,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12721.0,529.0,109.0,66.0,,,,,,strong,4
467.0,11.0,193.0,28.0,,468.0,0.0,,,,Group3d,kn-409,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12277.0,392.0,100.0,62.0,,,,,,strong,4
455.0,13.0,202.0,28.0,,456.0,153.0,,,,Group3d,kn-410,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12604.0,502.0,107.0,62.0,,,,,,strong,4
472.0,11.0,207.0,30.0,,504.0,0.0,,,,Group3d,kn-412,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12791.0,272.0,110.0,66.0,,,,,,strong,4
480.0,12.0,206.0,31.0,,511.0,0.0,,,,Group3d,kn-413,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,13226.0,366.0,105.0,65.0,,,,,,strong,4
457.0,10.0,205.0,31.0,,461.0,81.0,,,,Group3d,kn-415,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12681.0,430.0,107.0,62.0,,,,,,strong,4
458.0,12.0,202.0,29.0,,472.0,0.0,,,,Group3d,kn-416,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12551.0,443.0,108.0,61.0,,,,,,strong,4
459.0,11.0,208.0,30.0,,493.0,120.0,,,,Group3d,kn-417,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12285.0,556.0,112.0,62.0,,,,,,strong,4
460.0,11.0,200.0,30.0,,469.0,0.0,,,,Group3d,kn-418,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12391.0,474.0,115.0,63.0,,,,,,strong,4
462.0,13.0,203.0,27.0,,472.0,74.0,,,,Group3d,kn-419,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12525.0,514.0,108.0,64.0,,,,,,strong,4
459.0,10.0,201.0,28.0,,477.0,137.0,,,,Group3d,kn-420,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12668.0,587.0,113.0,66.0,,,,,,strong,4
458.0,13.0,205.0,27.0,,481.0,82.0,,,,Group3d,kn-421,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12654.0,517.0,106.0,68.0,,,,,,strong,4
444.0,12.0,196.0,27.0,,467.0,0.0,,,,Group3d,kn-422,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12111.0,495.0,111.0,64.0,,,,,,strong,4
447.0,11.0,202.0,28.0,,455.0,157.0,,,,Group3d,kn-424,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12288.0,546.0,104.0,58.0,,,,,,strong,4
449.0,12.0,203.0,29.0,,456.0,65.0,,,,Group3d,kn-425,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12162.0,464.0,96.0,60.0,,,,,,strong,4
438.0,12.0,201.0,27.0,,434.0,0.0,,,,Group3d,kn-426,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11597.0,450.0,104.0,63.0,,,,,,strong,4
464.0,10.0,204.0,28.0,,473.0,0.0,,,,Group3d,kn-427,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12367.0,450.0,109.0,72.0,,,,,,strong,4
454.0,10.0,200.0,25.0,,462.0,154.0,,,,Group3d,kn-428,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11886.0,506.0,99.0,61.0,,,,,,strong,4
468.0,11.0,205.0,30.0,,454.0,0.0,,,,Group3d,kn-429,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12687.0,368.0,114.0,68.0,,,,,,strong,4
462.0,13.0,198.0,28.0,,441.0,81.0,,,,Group3d,kn-430,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12702.0,511.0,114.0,62.0,,,,,,strong,4
442.0,11.0,198.0,28.0,,460.0,139.0,,,,Group3d,kn-431,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12263.0,510.0,106.0,63.0,,,,,,strong,4
452.0,12.0,202.0,31.0,,446.0,0.0,,,,Group3d,kn-436,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12816.0,445.0,107.0,63.0,,,,,,strong,4
450.0,11.0,200.0,28.0,,449.0,64.0,,,,Group3d,kn-437,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12086.0,506.0,109.0,65.0,,,,,,strong,4
460.0,13.0,205.0,31.0,,489.0,193.0,,,,Group3d,kn-438,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12639.0,521.0,121.0,66.0,,,,,,strong,4
487.0,12.0,212.0,33.0,,531.0,0.0,,,,Group3d,kn-444,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,13128.0,407.0,116.0,66.0,,,,,,strong,4
531.0,13.0,233.0,35.0,,542.0,0.0,,,,Group3d,kn-445,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,14455.0,404.0,133.0,76.0,,,,,,strong,4
456.0,12.0,201.0,27.0,,454.0,0.0,,,,Group3d,kn-449,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12498.0,466.0,117.0,67.0,,,,,,strong,4
467.0,11.0,207.0,30.0,,484.0,0.0,,,,Group3d,kn-450,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12922.0,423.0,115.0,67.0,,,,,,strong,4
464.0,13.0,207.0,30.0,,501.0,0.0,,,,Group3d,kn-451,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12697.0,396.0,103.0,71.0,,,,,,strong,4
454.0,12.0,197.0,28.0,,452.0,0.0,,,,Group3d,kn-453,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12294.0,409.0,103.0,68.0,,,,,,strong,4
452.0,12.0,204.0,29.0,,488.0,111.0,,,,Group3d,kn-454,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12561.0,546.0,105.0,69.0,,,,,,strong,4
493.0,14.0,216.0,29.0,,518.0,0.0,,,,Group3d,kn-463,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,13266.0,441.0,121.0,67.0,,,,,,strong,4
454.0,11.0,201.0,27.0,,492.0,90.0,,,,Group3d,kn-475,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12223.0,475.0,108.0,62.0,,,,,,strong,4
484.0,12.0,214.0,32.0,,475.0,0.0,,,,Group3d,kn-477,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,13064.0,361.0,107.0,69.0,,,,,,strong,4
442.0,10.0,200.0,29.0,,485.0,141.0,,,,Group3d,kn-487,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12125.0,550.0,110.0,61.0,,,,,,strong,4
459.0,10.0,201.0,29.0,,524.0,178.0,,,,Group3d,kn-488,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12361.0,480.0,108.0,77.0,,,,,,strong,4
466.0,11.0,205.0,26.0,,476.0,103.0,,,,Group3d,kn-491,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12783.0,529.0,116.0,70.0,,,,,,strong,4
459.0,12.0,198.0,30.0,,540.0,84.0,,,,Group3d,kn-498,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12638.0,575.0,121.0,72.0,,,,,,strong,4
463.0,13.0,193.0,27.0,,500.0,0.0,,,,Group3d,kn-500,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11736.0,419.0,99.0,59.0,,,,,,strong,4
503.0,13.0,218.0,31.0,,496.0,0.0,,,,Group3d,kn-518,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,14075.0,399.0,120.0,73.0,,,,,,strong,4
445.0,11.0,205.0,28.0,,474.0,151.0,,,,Group3d,kn-526,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12059.0,477.0,109.0,71.0,,,,,,strong,4
451.0,11.0,198.0,28.0,,465.0,0.0,,,,Group3d,kn-532,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,11979.0,414.0,96.0,69.0,,,,,,strong,4
484.0,12.0,208.0,31.0,,557.0,0.0,,,,Group3d,kn-536,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,13032.0,386.0,110.0,65.0,,,,,,strong,4
472.0,10.0,209.0,29.0,,442.0,0.0,,,,Group3d,kn-543,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12661.0,377.0,104.0,70.0,,,,,,strong,4
448.0,12.0,200.0,27.0,,474.0,103.0,,,,Group3d,kn-547,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12400.0,506.0,101.0,66.0,,,,,,strong,4
463.0,13.0,203.0,29.0,,478.0,0.0,,,,Group3d,kn-549,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,12512.0,505.0,104.0,66.0,,,,,,strong,4
511.0,12.0,223.0,32.0,,532.0,0.0,,,,Group3d,kn-551,Kenan Tepe (artefact reference set),,True,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,13549.0,412.0,118.0,70.0,,,,,,strong,4
